codigo_material,descricao,categoria,unidade_medida,preco_unitario,estoque_atual,estoque_minimo,fornecedor_principal,data_cadastro,ultima_movimentacao,status,centro_custo,ncm,localizacao_fisica,responsavel_cadastro
MAT-02459,filtro Plástico,Pneumático,PCT,24.7,3388,331,Industrial GHI,2024-12-02,2024-12-02,Bloqueado,,84841852,A-03-01,Maria Santos
MAT-02460,Tomada Alumínio,Elétrico,CX,67.62,1055,63,Distribuidora XYZ,2025-04-28,2025-08-02,Ativo,LOG-001,40169362,,João Silva
MAT-02461,Fita em Cobre,Embalagem,L,2.9,4922,116,,2025-09-03,2025-12-07,Ativo,,84841233,A-02-04,João Silva
MAT-02462,Caneta em Aço,Escritório,CX,2.25,2985,382,Fornecedor VWX,2025-05-18,2025-08-18,Ativo,MAN-002,39174115,D-15-03,Maria Santos
MAT-02463,Mangueira Alumínio,Pneumático,KG,11.89,2876,71,Importadora JKL,2025-10-28,2026-04-30,Ativo,PRO-001,85443166,C-08-05,Ricardo Alves
MAT-02464,alicate Aço,Ferramentas,L,4.76,788,141,Industrial GHI,2025-11-08,2025-11-28,Ativo,LOG-001,73181502,A-14-03,João Silva
MAT-02465,Grampeador Inox,Escritório,CX,86.44,295,264,,2025-06-08,2025-09-02,Ativo,LOG-001,85369248,C-02-05,Pedro Souza
MAT-02466,LED Aço,Eletrônico,PCT,0.44,4994,,Comercial DEF,2025-08-26,2025-11-25,Inativo,LOG-001,84841788,,Ana Costa
MAT-02467,Fluido Aço,Lubrificante,M²,0.0,4874,322,Fornecedor VWX,2025-12-09,2026-05-10,Ativo,ADM-001,85443777,,Fernanda Rocha
MAT-02468,Rolamento PVC,Peças,M²,8.03,2168,,Industrial GHI,2025-04-16,2025-04-16,Ativo,MAN-002,,,Ana Costa
MAT-02469,Bota Cobre,EPI,PCT,8.95,4494,42,Distribuidora XYZ,2024-02-28,2024-02-28,Ativo,PRO-001,85369251,C-07-01,Ricardo Alves
MAT-02470,Papelão Alumínio,Embalagem,PCT,55.68,94,262,,2024-10-29,2025-02-17,Ativo,ADM-001,84831911,,Ana Costa
MAT-02471,Válvula Plástico,Hidráulico,UN,6.75,3541,207,,2025-11-16,2026-08-23,Ativo,,,B-19-03,Maria Santos
MAT-02472,Grampeador Cobre,Escritório,PCT,1395.76,3428,496,Suprimentos PQR,2025-10-03,2025-10-03,Ativo,LOG-001,39269739,,Fernanda Rocha
MAT-02473,Correia Latão,Mecânico,GL,89.92,1693,121,Nacional MNO,2024-10-16,2024-10-16,Inativo,PRO-001,85369538,A-11-03,João Silva
MAT-02474,Luva P Cobre,EPI,UN,0.63,1786,32,Suprimentos PQR,2024-05-03,2024-10-11,Ativo,PRO-001,84831879,,Paula Lima
MAT-02475,Gancho PVC,Acessórios,M²,8.46,2140,,Suprimentos PQR,2024-12-09,2024-12-09,Ativo,PRO-001,,F-19-05,João Silva
MAT-02476,Caixa Alumínio,Embalagem,M²,5.41,3383,262,Fornecedor VWX,2025-01-11,2025-05-11,Ativo,,85369553,C-19-01,Maria Santos
MAT-02477,Pasta Plástico,Lubrificante,UN,9.97,332,152,,2024-10-22,2025-08-03,Ativo,PRO-001,84841440,D-12-02,Carlos Oliveira
MAT-02478,Detergente Cobre,Limpeza,GL,91.65,4777,40,Industrial GHI,2025-03-31,2025-12-03,Inativo,MAN-002,73269505,D-12-02,Paula Lima
MAT-02479,Martelo PVC,Ferramentas,RL,63.86,1119,264,Metalúrgica ABC,2025-04-06,2025-04-14,Bloqueado,ADM-001,73181880,F-01-02,Fernanda Rocha
MAT-02480,Luva P Aço,EPI,L,0.15,1247,443,Industrial GHI,2025-11-24,2026-06-07,Ativo,ADM-001,84831125,E-15-03,Fernanda Rocha
MAT-02481,Catalisador Latão,Químico,KG,4.05,4608,19,,2024-09-09,2025-01-13,Ativo,ADM-001,73181387,B-19-03,Ricardo Alves
MAT-02482,Reagente Cobre,Químico,RL,8.83,1083,230,,2025-12-09,2025-12-09,Ativo,LOG-002,39174119,,Pedro Souza
MAT-02483,Vedação Cobre,Peças,L,7.1,4814,172,Suprimentos PQR,2024-12-28,2025-03-15,Ativo,,00000000,C-12-02,Maria Santos
MAT-02484,Capacete Inox,EPI,GL,17.58,2488,165,Importadora JKL,2026-01-11,2026-11-21,Bloqueado,LOG-002,39174889,F-02-05,João Silva
MAT-02485,Bota PVC,EPI,RL,4.48,1770,63,Fornecedor VWX,2025-03-23,2025-05-09,Ativo,PRO-001,84831116,A-06-03,Carlos Oliveira
MAT-02486,Clips Latão,Escritório,M,75.2,642,172,Distribuidora XYZ,2024-10-13,2024-11-19,Inativo,MAN-002,,,Ricardo Alves
MAT-02487,Parafuso M12 Plástico,Fixação,GL,4.51,1311,371,Importadora JKL,2025-11-25,2026-05-12,Ativo,ADM-001,85443873,E-07-05,Paula Lima
MAT-02488,Cilindro Cobre,Pneumático,M²,0.28,1905,461,Fornecedor VWX,2024-03-06,2024-04-09,Ativo,MAN-002,,A-17-01,Pedro Souza
MAT-02489,Filtro Plástico,Pneumático,L,4.1,2709,125,Comercial DEF,2024-06-12,2024-07-06,Ativo,,39269122,D-01-04,Maria Santos
MAT-02490,Pano Cobre,Limpeza,RL,9.44,620,193,Metalúrgica ABC,2026-01-11,2026-02-14,Ativo,MAN-001,,B-20-05,Carlos Oliveira
MAT-02491,Pano PVC,Limpeza,KG,2.07,4064,296,Fornecedor VWX,2024-05-03,2024-10-18,Ativo,LOG-002,73269124,D-10-02,Carlos Oliveira
MAT-02492,Prego PVC,Fixação,UN,8.05,3631,270,,2025-08-03,2025-12-10,Ativo,LOG-001,73269294,F-11-04,Ricardo Alves
MAT-02493,Ácido Plástico,Químico,M,45.01,2204,102,Importadora JKL,2025-12-24,2026-06-14,Ativo,MAN-002,39269253,E-11-04,Ricardo Alves
MAT-02494,Base Alumínio,Químico,L,2.72,1983,223,Importadora JKL,2025-12-20,2026-07-26,Ativo,PRO-001,85369797,,Ana Costa
MAT-02495,parafuso M12 PVC,Fixação,M²,6.0,2511,23,Metalúrgica ABC,2025-01-23,2025-01-23,Ativo,MAN-002,73089909,B-11-05,Ricardo Alves
MAT-02496,Junta Alumínio,Peças,GL,53.07,2690,143,Metalúrgica ABC,2025-10-17,2026-05-08,Ativo,,00000000,B-15-03,João Silva
MAT-02497,Fluido Cobre,Lubrificante,PCT,8.0,3535,,Comercial DEF,2025-10-16,2026-01-31,Bloqueado,MAN-001,,,Paula Lima
MAT-02498,Papel Inox,Escritório,GL,9.71,2021,319,Materiais STU,2025-06-04,2025-10-05,Ativo,MAN-002,40169743,B-06-01,Pedro Souza
MAT-02499,Plástico PVC,Embalagem,RL,3.64,1645,322,,2026-01-20,2026-01-20,Bloqueado,MAN-002,84831268,,Ana Costa
MAT-02500,óculos Cobre,EPI,KG,3.6,4241,129,Importadora JKL,2024-08-19,2024-10-11,Ativo,,85443942,E-20-04,Ana Costa
MAT-02501,Óculos PVC,EPI,L,0.7,2126,,Fornecedor VWX,2025-04-04,2026-02-17,Inativo,ADM-001,73089494,F-20-05,João Silva
MAT-02502,Bota Plástico,EPI,M²,1.82,1356,167,Materiais STU,2024-02-25,2024-04-09,Ativo,MAN-002,73089567,B-16-05,Maria Santos
MAT-02503,Resistor Latão,Eletrônico,L,1028.7,3097,487,Materiais STU,2025-01-03,2025-08-31,Bloqueado,LOG-002,84841398,,Maria Santos
MAT-02504,Eixo Latão,Mecânico,KG,37.96,3253,326,Fornecedor VWX,2024-12-15,2025-08-28,Inativo,MAN-002,39174276,F-03-05,Carlos Oliveira
MAT-02505,Interruptor Alumínio,Elétrico,L,1038.67,4522,226,Materiais STU,2025-04-10,2025-04-10,Ativo,MAN-002,85369194,F-09-05,Paula Lima
MAT-02506,Fita PVC,Embalagem,CX,2.0,2584,87,Fornecedor VWX,2024-06-09,2024-06-09,Ativo,MAN-001,84841328,D-08-03,Paula Lima
MAT-02507,Mangueira Plástico,Pneumático,KG,3.52,2577,275,Comercial DEF,2025-10-15,2026-07-19,Ativo,ADM-001,73269186,,João Silva
MAT-02508,Papelão Plástico,Embalagem,PCT,6.1,958,117,Distribuidora XYZ,2026-01-28,2026-05-10,Ativo,LOG-002,,B-13-03,Carlos Oliveira
MAT-02509,Resistor Latão,Eletrônico,CX,72.49,1432,427,Distribuidora XYZ,2025-03-30,2025-03-30,Ativo,,39174561,C-20-01,Pedro Souza
MAT-02510,Balde PVC,Limpeza,RL,30.92,3932,10,Nacional MNO,2024-07-01,2024-07-01,Ativo,ADM-001,39269291,A-03-03,Ana Costa
MAT-02511,LED Plástico,Eletrônico,M,8.76,4180,273,Industrial GHI,2025-04-16,2025-06-20,Inativo,PRO-001,40169785,C-10-05,Maria Santos
MAT-02512,Rebite Inox,Fixação,PCT,7.64,4624,81,,2024-04-17,2024-04-17,Ativo,LOG-002,,,Carlos Oliveira
MAT-02513,Óleo Alumínio,Lubrificante,M²,96.13,2795,,Suprimentos PQR,2025-12-07,2026-07-11,Ativo,,84831692,F-07-05,Fernanda Rocha
MAT-02514,"Cabo 2,5mm² Inox",Elétrico,L,6.19,1572,310,Metalúrgica ABC,2025-10-25,2026-10-01,Ativo,ADM-001,73269405,D-14-01,Ricardo Alves
MAT-02515,Bota Alumínio,EPI,UN,97.02,252,13,Nacional MNO,2025-12-23,2026-02-10,Inativo,ADM-001,73181181,F-07-01,Pedro Souza
MAT-02516,Mangueira Aço,Hidráulico,RL,26.72,882,71,Nacional MNO,2025-06-22,2026-03-24,Ativo,ADM-001,00000000,F-16-05,Maria Santos
MAT-02517,Balde Latão,Limpeza,KG,36.35,4014,,Suprimentos PQR,2025-01-31,2025-08-21,Ativo,,73269687,C-18-02,Ricardo Alves
MAT-02518,Parafuso M12 Aço,Fixação,UN,256.05,1775,389,Suprimentos PQR,2024-07-20,2024-07-20,Ativo,ADM-001,00000000,F-07-03,Fernanda Rocha
MAT-02519,"Tubo 2"" Aço",Hidráulico,KG,40.13,237,,Industrial GHI,2025-10-17,2026-04-12,Ativo,MAN-001,,F-18-05,João Silva
MAT-02520,retentor Plástico,Peças,M²,7.04,2643,192,,2025-04-22,2025-05-27,Ativo,PRO-001,40169132,C-15-03,Maria Santos
MAT-02521,Serra Inox,Ferramentas,KG,2.42,4744,47,Suprimentos PQR,2024-05-09,2024-11-28,Bloqueado,PRO-001,73181739,F-12-02,Maria Santos
MAT-02522,Máscara Latão,EPI,GL,0.52,1549,,,2025-03-20,2025-04-04,Ativo,,73089948,F-11-04,Ana Costa
MAT-02523,Detergente Inox,Limpeza,M,28.55,676,,Metalúrgica ABC,2024-08-15,2025-03-17,Inativo,ADM-001,40169631,C-07-01,Fernanda Rocha
MAT-02524,Conexão Alumínio,Pneumático,M²,7.26,2859,363,Distribuidora XYZ,2024-09-09,2025-02-18,Ativo,PRO-001,84841666,A-08-04,Maria Santos
MAT-02525,Caixa Aço,Embalagem,GL,3.11,894,380,,2026-01-20,2026-03-04,Ativo,LOG-001,84831391,F-11-02,Paula Lima
MAT-02526,Módulo em Plástico,Eletrônico,PCT,610.97,1272,,Fornecedor VWX,2025-06-14,2025-07-05,Ativo,PRO-001,,C-05-05,Pedro Souza
MAT-02527,Furadeira em Aço,Ferramentas,GL,1.66,309,316,Suprimentos PQR,2024-10-03,2025-08-28,Inativo,,85443226,D-14-05,Pedro Souza
MAT-02528,Luva Aço P,EPI,M,0.33,3438,242,,2025-11-25,2026-08-25,Inativo,PRO-001,,B-08-05,Ana Costa
MAT-02529,Engrenagem Aço,Mecânico,M²,90.18,1435,420,Fornecedor VWX,2024-09-24,2024-09-24,Ativo,MAN-001,39269624,F-19-01,Paula Lima
MAT-02530,Base Aço,Químico,M²,1318.05,3571,288,Industrial GHI,2024-06-05,2024-12-08,Bloqueado,,,F-17-04,Carlos Oliveira
MAT-02531,Caixa Aço,Embalagem,CX,9.17,2865,,Materiais STU,2025-05-06,2025-11-09,Ativo,MAN-001,73269444,A-18-03,Paula Lima
MAT-02532,Ácido Alumínio,Químico,M,1.49,786,257,Industrial GHI,2025-02-12,2025-03-17,Ativo,ADM-001,85369758,,João Silva
MAT-02533,Papel Inox,Escritório,RL,3.9,871,344,Industrial GHI,2025-09-11,2025-09-11,Ativo,PRO-001,73269961,D-17-01,Ana Costa
MAT-02534,Alicate Latão,Ferramentas,L,2.35,1791,40,Comercial DEF,2025-05-02,2025-08-14,Ativo,LOG-001,84841215,B-03-03,Ricardo Alves
MAT-02535,Válvula Aço,Pneumático,RL,5.07,227,444,,2025-04-15,2025-04-15,Ativo,MAN-002,85369124,F-05-04,João Silva
MAT-02536,Catalisador Plástico,Químico,RL,7.39,4244,489,Materiais STU,2025-04-16,2025-09-25,Inativo,PRO-001,,,João Silva
MAT-02537,Junta Latão,Peças,PCT,73.05,3300,107,Industrial GHI,2024-11-22,2024-11-22,Ativo,MAN-002,84841208,E-10-04,Paula Lima
MAT-02538,Arruela Cobre,Fixação,UN,0.0,3961,,,2024-04-21,2024-06-07,Ativo,ADM-001,39269341,F-05-02,Maria Santos
MAT-02539,Graxa Inox,Lubrificante,PCT,7.41,3863,167,Importadora JKL,2025-04-18,2025-12-20,Bloqueado,,85369217,A-20-05,Paula Lima
MAT-02540,Suporte Aço,Acessórios,GL,1.37,4775,40,Industrial GHI,2025-12-16,2026-10-02,Ativo,,39174110,B-13-03,Carlos Oliveira
MAT-02541,Conexão Cobre,Hidráulico,CX,5.42,2339,,Suprimentos PQR,2025-01-07,2025-07-28,Ativo,MAN-001,85369762,E-16-03,João Silva
MAT-02542,Luva GG PVC,EPI,KG,8.21,4077,280,Importadora JKL,2024-04-08,2024-04-08,Ativo,LOG-002,85369945,,Pedro Souza
MAT-02543,Tomada Inox,Elétrico,M,48.5,427,156,Importadora JKL,2025-05-17,2025-11-17,Ativo,LOG-001,73089636,A-14-01,Carlos Oliveira
MAT-02544,Reagente Cobre,Químico,RL,62.93,3589,275,Importadora JKL,2024-10-10,2025-05-18,Ativo,PRO-001,,,Maria Santos
MAT-02545,Sensor PVC,Eletrônico,KG,7.93,2271,331,Nacional MNO,2024-12-25,2025-08-31,Bloqueado,PRO-001,73181841,D-20-01,Fernanda Rocha
MAT-02546,Suporte Latão,Acessórios,CX,28.94,161,46,Materiais STU,2024-11-28,2024-12-18,Ativo,,,E-06-01,Carlos Oliveira
MAT-02547,Balde PVC,Limpeza,L,43.01,2801,413,Comercial DEF,2024-05-23,2025-01-20,Bloqueado,MAN-001,73089463,D-11-02,Ricardo Alves
MAT-02548,Mangueira Inox,Pneumático,L,1.44,1260,,Comercial DEF,2025-09-17,2025-09-19,Ativo,MAN-002,40169684,D-02-04,Carlos Oliveira
MAT-02549,Correia Cobre,Mecânico,M²,4.25,3368,,Industrial GHI,2025-03-12,2025-03-12,Ativo,ADM-001,39269264,A-19-03,Ricardo Alves
MAT-02550,Ácido Latão,Químico,CX,4.28,2845,31,Suprimentos PQR,2024-05-27,2025-02-23,Ativo,PRO-001,73269653,E-09-03,Paula Lima
MAT-02551,Interruptor PVC,Elétrico,M²,1820.4,223,,Metalúrgica ABC,2025-07-16,2025-07-17,Ativo,ADM-001,00000000,D-13-01,Pedro Souza
MAT-02552,Porca M8 em Inox,Fixação,KG,8.32,2580,73,,2024-12-29,2025-09-28,Inativo,LOG-001,73269635,,Maria Santos
MAT-02553,Válvula PVC,Pneumático,L,1670.94,2349,121,Distribuidora XYZ,2024-03-30,2024-11-13,Bloqueado,LOG-002,85443246,,Paula Lima
MAT-02554,Clipe Inox,Acessórios,RL,1.73,3256,,,2024-09-23,2025-07-23,Bloqueado,PRO-001,,B-17-05,João Silva
MAT-02555,Chave Latão,Ferramentas,CX,1875.08,1232,493,Industrial GHI,2025-11-09,2025-12-17,Ativo,LOG-002,85369605,C-02-03,Pedro Souza
MAT-02556,Óleo Plástico,Lubrificante,L,59.52,4992,214,Fornecedor VWX,2024-09-05,2025-01-21,Ativo,PRO-001,85443528,A-13-03,Paula Lima
MAT-02557,Caneta Plástico,Escritório,M,5.75,456,77,Distribuidora XYZ,2025-04-11,2026-02-10,Inativo,,39174727,F-02-03,Fernanda Rocha
MAT-02558,papel Aço,Escritório,CX,17.43,364,397,Importadora JKL,2025-01-30,2025-01-30,Ativo,,39174569,A-11-01,Ana Costa
MAT-02559,Capacitor Inox,Eletrônico,L,2.81,2199,,Nacional MNO,2024-12-27,2024-12-27,Ativo,ADM-001,73269993,A-03-05,João Silva
MAT-02560,Gancho Latão,Acessórios,M,0.0,3311,258,,2025-01-05,2025-09-04,Ativo,LOG-001,85443455,,Carlos Oliveira
MAT-02561,Óleo Plástico,Lubrificante,L,1.39,4971,82,Nacional MNO,2024-07-08,2024-07-12,Bloqueado,MAN-001,85369499,A-16-04,Paula Lima
MAT-02562,Caneta Inox,Escritório,CX,8.99,4263,451,Industrial GHI,2024-10-15,2025-06-26,Ativo,LOG-002,40169148,E-07-02,Fernanda Rocha
MAT-02563,Bota Latão,EPI,CX,5.81,3187,,Fornecedor VWX,2025-07-15,2026-01-14,Ativo,ADM-001,73181592,E-12-04,Paula Lima
MAT-02564,"Tubo 3/4"" Aço",Hidráulico,RL,0.23,1652,364,Suprimentos PQR,2026-01-02,2026-05-23,Bloqueado,LOG-001,84831259,E-02-02,Ana Costa
MAT-02565,Plástico Inox,Embalagem,M,2.96,1446,265,Industrial GHI,2025-11-26,2025-11-26,Inativo,PRO-001,00000000,C-19-03,Pedro Souza
MAT-02566,Interruptor Cobre,Elétrico,M,7.63,3237,384,Fornecedor VWX,2024-10-01,2024-10-01,Bloqueado,LOG-002,73089187,E-12-05,Maria Santos
MAT-02567,Grampeador Aço,Escritório,UN,5.11,252,317,,2024-04-11,2024-08-16,Ativo,,39269336,,Carlos Oliveira
MAT-02568,mangueira Latão,Pneumático,CX,1.45,4002,129,Comercial DEF,2025-04-20,2026-01-16,Bloqueado,,85443251,A-11-03,Ana Costa
MAT-02569,"Cabo 2,5mm² Latão",Elétrico,M,0.0,3625,139,Nacional MNO,2025-04-02,2025-12-08,Inativo,MAN-001,84841532,A-18-04,Carlos Oliveira
MAT-02570,Fluido Latão,Lubrificante,KG,62.3,3490,,Metalúrgica ABC,2025-04-26,2025-11-06,Ativo,LOG-002,84831515,D-10-04,Maria Santos
MAT-02571,Clips Aço,Escritório,L,4.59,1583,387,Distribuidora XYZ,2025-11-20,2026-08-11,Ativo,MAN-002,73269473,A-14-02,Ricardo Alves
MAT-02572,Balde PVC,Limpeza,KG,4.64,3444,342,Nacional MNO,2024-03-14,2024-10-18,Ativo,ADM-001,39174944,D-19-04,Ricardo Alves
MAT-02573,Porca M12 Inox,Fixação,M²,5.78,2846,,Distribuidora XYZ,2025-08-19,2026-03-07,Ativo,PRO-001,40169301,F-09-02,Pedro Souza
MAT-02574,Vassoura Inox,Limpeza,KG,52.24,2224,372,Importadora JKL,2025-11-09,2025-12-11,Ativo,,00000000,,Fernanda Rocha
MAT-02575,"Tubo Cobre 2""",Hidráulico,M²,19.36,2676,61,Metalúrgica ABC,2024-09-16,2025-01-06,Ativo,,73089434,A-17-02,Ana Costa
MAT-02576,Cabo 6mm² Aço,Elétrico,CX,513.42,3493,384,Industrial GHI,2024-10-26,2024-12-25,Ativo,LOG-001,85369179,E-03-04,Ana Costa
MAT-02577,Gancho PVC,Acessórios,KG,8.73,1729,134,Fornecedor VWX,2025-08-07,2025-12-29,Ativo,,85369920,D-18-05,Carlos Oliveira
MAT-02578,Ácido Aço,Químico,GL,1898.52,4848,471,Importadora JKL,2024-04-04,2025-01-11,Ativo,LOG-002,73089410,C-15-01,Ricardo Alves
MAT-02579,Detergente Latão,Limpeza,GL,4.33,1441,199,Importadora JKL,2024-03-22,2024-04-20,Ativo,MAN-001,,D-11-01,Ana Costa
MAT-02580,Mangueira Aço,Hidráulico,PCT,36.17,3162,51,Suprimentos PQR,2024-09-12,2025-02-21,Ativo,,39269563,,Ana Costa
MAT-02581,Rolamento Inox,Mecânico,M²,47.58,3070,132,,2024-10-31,2025-05-31,Ativo,LOG-001,39174736,D-05-05,Ricardo Alves
MAT-02582,caixa PVC,Embalagem,L,0.75,866,340,Suprimentos PQR,2025-10-02,2026-06-12,Bloqueado,MAN-001,,,Pedro Souza
MAT-02583,Prego em Latão,Fixação,CX,20.86,2743,177,Metalúrgica ABC,2025-10-27,2026-05-24,Ativo,MAN-001,39269654,F-09-01,Ana Costa
MAT-02584,Desinfetante Latão,Limpeza,CX,49.6,4824,333,Metalúrgica ABC,2024-11-03,2025-03-04,Ativo,,,C-13-02,Ricardo Alves
MAT-02585,Caneta Alumínio,Escritório,CX,1535.9,1524,107,Distribuidora XYZ,2025-12-28,2026-10-21,Inativo,MAN-002,73089321,C-07-03,Paula Lima
MAT-02586,Detergente Latão,Limpeza,RL,56.1,4192,486,Suprimentos PQR,2024-07-11,2025-02-06,Ativo,LOG-002,,F-09-02,Fernanda Rocha
MAT-02587,Ácido Plástico,Químico,GL,16.91,949,423,Suprimentos PQR,2025-01-03,2025-10-29,Ativo,ADM-001,73269455,B-20-03,Paula Lima
MAT-02588,Pasta Cobre,Lubrificante,CX,0.0,4971,144,Fornecedor VWX,2026-01-06,2026-11-05,Bloqueado,PRO-001,,C-11-03,Maria Santos
MAT-02589,Fita Cobre,Embalagem,M²,0.94,4636,370,Distribuidora XYZ,2024-07-09,2024-12-29,Ativo,,73181693,D-15-04,Carlos Oliveira
MAT-02590,Filtro PVC,Pneumático,UN,95.36,3031,91,Materiais STU,2025-09-30,2025-09-30,Ativo,,40169572,D-13-02,João Silva
MAT-02591,Papelão Alumínio,Embalagem,RL,70.04,3,308,Metalúrgica ABC,2024-04-20,2024-07-27,Ativo,,40169123,,Pedro Souza
MAT-02592,Óleo PVC,Lubrificante,M²,1506.82,4088,35,Fornecedor VWX,2025-01-02,2025-02-23,Ativo,ADM-001,85443942,C-03-02,João Silva
MAT-02593,Prego Cobre,Fixação,KG,1.03,3614,141,,2025-08-24,2025-08-24,Ativo,MAN-001,73269229,B-16-05,Ana Costa
MAT-02594,Solvente PVC,Químico,RL,0.0,2399,170,Suprimentos PQR,2024-06-01,2024-09-18,Ativo,MAN-002,39269300,B-08-05,Pedro Souza
MAT-02595,Gancho Aço,Acessórios,UN,36.19,1637,,Metalúrgica ABC,2024-12-26,2025-01-03,Ativo,LOG-001,84841532,A-13-03,Pedro Souza
MAT-02596,Óleo Inox,Lubrificante,M,2.98,972,258,Materiais STU,2024-07-08,2024-07-27,Ativo,MAN-001,39269868,,Maria Santos
MAT-02597,Luva XG Cobre,EPI,PCT,8.86,1542,301,,2025-09-21,2026-06-10,Inativo,MAN-002,73089216,F-03-01,João Silva
MAT-02598,Lâmpada Alumínio,Elétrico,PCT,6.83,51,404,Comercial DEF,2025-06-27,2025-10-02,Bloqueado,,,C-14-03,Pedro Souza
MAT-02599,Papel Alumínio,Escritório,M,91.89,3697,365,Comercial DEF,2025-12-20,2026-09-18,Inativo,,40169926,A-06-02,Pedro Souza
MAT-02600,Detergente em Inox,Limpeza,KG,10.9,363,317,Metalúrgica ABC,2025-09-29,2026-06-22,Ativo,MAN-002,85443633,D-20-02,Paula Lima
MAT-02601,"Tubo 1.1/4"" Aço",Hidráulico,RL,29.18,4257,104,Materiais STU,2024-07-13,2024-09-21,Ativo,,73181979,B-10-05,Ricardo Alves
MAT-02602,Bucha Alumínio,Mecânico,M,3.69,2826,380,Nacional MNO,2024-09-08,2024-10-12,Ativo,PRO-001,,F-12-03,Pedro Souza
MAT-02603,Fluido Latão,Lubrificante,L,614.95,3001,63,Fornecedor VWX,2025-04-14,2025-04-14,Ativo,PRO-001,85443274,,Paula Lima
MAT-02604,Detergente Inox,Limpeza,M²,6.31,4338,,Distribuidora XYZ,2024-06-07,2024-06-07,Ativo,,40169208,F-02-02,Fernanda Rocha
MAT-02605,Cabo 4mm² Aço,Elétrico,RL,748.98,3670,177,Nacional MNO,2024-09-21,2024-11-25,Inativo,LOG-002,,F-02-04,Ricardo Alves
MAT-02606,Graxa Inox,Lubrificante,L,296.6,3171,229,Suprimentos PQR,2024-04-24,2024-12-13,Ativo,LOG-001,85443600,C-14-02,Maria Santos
MAT-02607,Anel PVC,Peças,CX,6.43,3010,213,Nacional MNO,2025-07-26,2026-05-10,Ativo,ADM-001,73269965,E-02-05,Pedro Souza
MAT-02608,Rolamento Latão,Peças,CX,7.63,3502,,,2025-04-25,2026-02-11,Ativo,MAN-001,39174399,E-12-05,Ricardo Alves
MAT-02609,Presilha Plástico,Acessórios,CX,3.3,4068,258,Metalúrgica ABC,2025-04-10,2025-08-25,Ativo,LOG-001,39174575,E-19-04,Pedro Souza
MAT-02610,Rolamento Aço,Peças,UN,22.36,2714,221,Fornecedor VWX,2025-03-15,2025-04-29,Inativo,MAN-001,39174725,D-20-03,João Silva
MAT-02611,Rolamento Latão,Peças,PCT,10.61,3192,,Fornecedor VWX,2024-08-14,2025-04-06,Ativo,LOG-001,40169204,D-05-04,Paula Lima
MAT-02612,Porca M16 Aço,Fixação,CX,450.44,1836,297,Metalúrgica ABC,2024-05-20,2024-07-17,Ativo,PRO-001,39174999,B-16-04,Ana Costa
MAT-02613,LED Alumínio,Eletrônico,RL,3.22,799,77,Nacional MNO,2025-11-17,2026-07-10,Ativo,PRO-001,73089420,B-08-03,Pedro Souza
MAT-02614,Balde Cobre,Limpeza,KG,41.27,2852,482,Nacional MNO,2024-06-10,2024-11-29,Ativo,LOG-001,85443107,E-02-01,Maria Santos
MAT-02615,Plástico Latão,Embalagem,M,1.31,2352,467,Suprimentos PQR,2024-04-11,2024-04-11,Ativo,LOG-001,73269785,A-10-03,Ricardo Alves
MAT-02616,Clips Cobre,Escritório,M²,1709.1,2966,325,Materiais STU,2025-11-11,2025-12-21,Ativo,PRO-001,,,Maria Santos
MAT-02617,Porca M16 Aço,Fixação,KG,1.95,3334,174,Importadora JKL,2025-04-23,2025-11-30,Bloqueado,LOG-002,,A-12-03,Maria Santos
MAT-02618,Módulo Aço,Eletrônico,RL,50.3,3816,11,,2025-10-23,2026-02-20,Ativo,PRO-001,,F-14-05,Pedro Souza
MAT-02619,Alicate em Latão,Ferramentas,GL,86.3,2565,407,,2025-07-22,2026-03-08,Ativo,MAN-002,00000000,A-14-05,Carlos Oliveira
MAT-02620,Presilha Alumínio,Acessórios,KG,3.95,2062,,Metalúrgica ABC,2025-10-07,2026-06-30,Ativo,MAN-002,39174227,A-01-02,Ana Costa
MAT-02621,Capacitor Aço,Eletrônico,M²,62.77,3143,308,,2025-12-07,2026-01-21,Ativo,ADM-001,00000000,,Ana Costa
MAT-02622,Válvula Alumínio,Hidráulico,M²,0.94,4428,386,,2024-10-23,2025-04-28,Ativo,,73089628,A-03-01,Ana Costa
MAT-02623,Registro PVC,Hidráulico,L,18.44,1926,95,Importadora JKL,2024-10-27,2024-10-27,Bloqueado,LOG-001,85443601,,Ricardo Alves
MAT-02624,Registro Plástico,Hidráulico,UN,7.27,1572,355,,2025-06-17,2026-02-25,Ativo,,73181412,C-17-03,Ana Costa
MAT-02625,Rolamento Alumínio,Peças,GL,1773.34,4801,,,2025-04-04,2025-08-26,Ativo,PRO-001,73269737,E-01-01,Carlos Oliveira
MAT-02626,Capacete Inox,EPI,KG,73.59,4416,419,Industrial GHI,2025-04-28,2025-08-16,Bloqueado,MAN-002,,C-02-02,João Silva
MAT-02627,Junta Alumínio,Peças,KG,30.07,2846,,Distribuidora XYZ,2025-03-11,2025-03-30,Ativo,LOG-001,00000000,,Fernanda Rocha
MAT-02628,Balde PVC,Limpeza,PCT,275.59,3700,,Metalúrgica ABC,2024-12-22,2025-09-06,Ativo,LOG-001,85443374,,Ricardo Alves
MAT-02629,Mangueira Cobre,Pneumático,PCT,1192.58,952,397,,2024-05-13,2024-05-13,Ativo,LOG-001,39269377,C-20-04,Paula Lima
