codigo_material,descricao,categoria,unidade_medida,status,desc_inicio_minusculo,categoria_inconsistente,uom_nao_maiusculo,total_problemas
MAT-01229,Item 1229 teste,ELETRICO,PÇ,Ativo,NAO,NAO,NAO,0
MAT-01231,Item 1231 teste,Elétrico,L,INATIVO,NAO,NAO,NAO,0
MAT-01235,Item 1235 teste,MECANICO,L,INATIVO,NAO,NAO,NAO,0
MAT-01236,Item 1236 teste,Hidráulico,UND,Ativo,NAO,NAO,NAO,0
MAT-02446,Item 2446 teste,hidraulico,CX,ativo,NAO,NAO,NAO,0
MAT-02447,Item 2447 teste,Elétrico,L,ativo,NAO,NAO,NAO,0
MAT-02451,Item 2451 teste,mecânico,CX,Ativo,NAO,NAO,NAO,0
MAT-02456,Item 2456 teste,MECANICO,CX,ativo,NAO,NAO,NAO,0
MAT-02457,Item 2457 teste,Hidráulico,PÇ,Inativo,NAO,NAO,NAO,0
MAT-02458,Item 2458 teste,Embalagem,L,INATIVO,NAO,NAO,NAO,0
MAT-02461,Item 2461 teste,ELETRICO,PC,ativo,NAO,NAO,NAO,0
MAT-02462,Item 2462 teste,Elétrico,PÇ,Ativo,NAO,NAO,NAO,0
MAT-01279,Item 1279 teste,EMBALAGEM,UN,ativo,NAO,NAO,NAO,0
MAT-01282,Item 1282 teste,Embalagem,KG,INATIVO,NAO,NAO,NAO,0
MAT-02436,Item 2436 teste,EMBALAGEM,UND,ATIVO,NAO,NAO,NAO,0
MAT-02440,Item 2440 teste,hidraulico,LT,ativo,NAO,NAO,NAO,0
MAT-02441,Item 2441 teste,Elétrico,L,Ativo,NAO,NAO,NAO,0
MAT-02442,Item 2442 teste,MECANICO,CX,Inativo,NAO,NAO,NAO,0
MAT-02444,Item 2444 teste,ELETRICO,UND,ativo,NAO,NAO,NAO,0
MAT-02445,Item 2445 teste,Escritório,PC,ativo,NAO,NAO,NAO,0
MAT-01256,Item 1256 teste,ELETRICO,L,Ativo,NAO,NAO,NAO,0
MAT-01257,Item 1257 teste,EMBALAGEM,PC,Ativo,NAO,NAO,NAO,0
MAT-01260,Item 1260 teste,Mecânico,LT,Ativo,NAO,NAO,NAO,0
MAT-01263,Item 1263 teste,Embalagem,KG,Ativo,NAO,NAO,NAO,0
MAT-01265,Item 1265 teste,EMBALAGEM,L,Ativo,NAO,NAO,NAO,0
MAT-01267,Item 1267 teste,MECANICO,CX,ativo,NAO,NAO,NAO,0
MAT-01272,Item 1272 teste,Hidráulico,PÇ,Inativo,NAO,NAO,NAO,0
MAT-01275,Item 1275 teste,ELETRICO,UN,ativo,NAO,NAO,NAO,0
MAT-02484,Item 2484 teste,EMBALAGEM,PC,ATIVO,NAO,NAO,NAO,0
MAT-02487,Item 2487 teste,mecânico,UN,Inativo,NAO,NAO,NAO,0
MAT-02489,Item 2489 teste,Mecânico,UND,Inativo,NAO,NAO,NAO,0
MAT-02494,Item 2494 teste,ELETRICO,PC,Ativo,NAO,NAO,NAO,0
MAT-02495,Item 2495 teste,MECANICO,UN,Inativo,NAO,NAO,NAO,0
MAT-02498,Item 2498 teste,Escritório,PC,ATIVO,NAO,NAO,NAO,0
MAT-01161,Item 1161 teste,EMBALAGEM,CX,ativo,NAO,NAO,NAO,0
MAT-01164,Item 1164 teste,MECANICO,L,Inativo,NAO,NAO,NAO,0
MAT-02469,Item 2469 teste,mecânico,LT,Inativo,NAO,NAO,NAO,0
MAT-02470,Item 2470 teste,Elétrico,KG,ativo,NAO,NAO,NAO,0
MAT-02471,Item 2471 teste,Mecânico,CX,Inativo,NAO,NAO,NAO,0
MAT-02474,Item 2474 teste,Mecânico,KG,INATIVO,NAO,NAO,NAO,0
MAT-02476,Item 2476 teste,Hidráulico,LT,Ativo,NAO,NAO,NAO,0
MAT-02477,Item 2477 teste,Elétrico,CX,ativo,NAO,NAO,NAO,0
MAT-02479,Item 2479 teste,Hidráulico,PC,ATIVO,NAO,NAO,NAO,0
MAT-02481,Item 2481 teste,EMBALAGEM,CX,Ativo,NAO,NAO,NAO,0
MAT-01194,Item 1194 teste,Escritório,L,ATIVO,NAO,NAO,NAO,0
MAT-01197,Item 1197 teste,Hidráulico,CX,INATIVO,NAO,NAO,NAO,0
MAT-01199,Item 1199 teste,Mecânico,LT,Inativo,NAO,NAO,NAO,0
MAT-01200,Item 1200 teste,ELETRICO,UND,INATIVO,NAO,NAO,NAO,0
MAT-01201,Item 1201 teste,EMBALAGEM,PC,Ativo,NAO,NAO,NAO,0
MAT-01215,Item 1215 teste,hidraulico,LT,ativo,NAO,NAO,NAO,0
MAT-01217,Item 1217 teste,Mecânico,PÇ,ativo,NAO,NAO,NAO,0
MAT-02468,Item 2468 teste,Mecânico,L,INATIVO,NAO,NAO,NAO,0
MAT-01237,Item 1237 teste,mecânico,UN,INATIVO,NAO,NAO,NAO,0
MAT-01238,Item 1238 teste,hidraulico,UN,ATIVO,NAO,NAO,NAO,0
MAT-01241,Item 1241 teste,Hidráulico,L,INATIVO,NAO,NAO,NAO,0
MAT-01245,Item 1245 teste,Escritório,LT,ativo,NAO,NAO,NAO,0
MAT-01250,Item 1250 teste,Elétrico,PC,INATIVO,NAO,NAO,NAO,0
MAT-01188,Item 1188 teste,mecânico,PC,Inativo,NAO,NAO,NAO,0
MAT-01189,Item 1189 teste,hidraulico,UND,Inativo,NAO,NAO,NAO,0
MAT-01193,Item 1193 teste,ELETRICO,L,ativo,NAO,NAO,NAO,0
MAT-02505,Item 2505 teste,Escritório,UND,Ativo,NAO,NAO,NAO,0
MAT-02508,Item 2508 teste,Hidráulico,L,ATIVO,NAO,NAO,NAO,0
MAT-02518,Item 2518 teste,Elétrico,LT,Ativo,NAO,NAO,NAO,0
MAT-02520,Item 2520 teste,EMBALAGEM,L,Inativo,NAO,NAO,NAO,0
MAT-02524,Item 2524 teste,Embalagem,LT,INATIVO,NAO,NAO,NAO,0
MAT-02531,Item 2531 teste,hidraulico,UND,ativo,NAO,NAO,NAO,0
MAT-01093,Item 1093 teste,Mecânico,PÇ,ATIVO,NAO,NAO,NAO,0
MAT-01094,Item 1094 teste,mecânico,L,ativo,NAO,NAO,NAO,0
MAT-01148,Item 1148 teste,mecânico,LT,ativo,NAO,NAO,NAO,0
MAT-01152,Item 1152 teste,Escritório,L,Inativo,NAO,NAO,NAO,0
MAT-01153,Item 1153 teste,mecânico,UN,INATIVO,NAO,NAO,NAO,0
MAT-01154,Item 1154 teste,MECANICO,PÇ,Inativo,NAO,NAO,NAO,0
MAT-01155,Item 1155 teste,hidraulico,PÇ,INATIVO,NAO,NAO,NAO,0
MAT-02501,Item 2501 teste,ELETRICO,KG,ativo,NAO,NAO,NAO,0
MAT-02502,Item 2502 teste,Elétrico,PÇ,Inativo,NAO,NAO,NAO,0
MAT-02503,Item 2503 teste,Mecânico,UN,Inativo,NAO,NAO,NAO,0
MAT-01132,Item 1132 teste,Elétrico,PC,Ativo,NAO,NAO,NAO,0
MAT-01133,Item 1133 teste,ELETRICO,L,ATIVO,NAO,NAO,NAO,0
MAT-01134,Item 1134 teste,Hidráulico,UND,INATIVO,NAO,NAO,NAO,0
MAT-01136,Item 1136 teste,hidraulico,UND,ativo,NAO,NAO,NAO,0
MAT-01138,Item 1138 teste,hidraulico,UND,Ativo,NAO,NAO,NAO,0
MAT-01142,Item 1142 teste,hidraulico,KG,ATIVO,NAO,NAO,NAO,0
MAT-01143,Item 1143 teste,ELETRICO,LT,Ativo,NAO,NAO,NAO,0
MAT-01146,Item 1146 teste,Elétrico,PÇ,ativo,NAO,NAO,NAO,0
MAT-01166,Item 1166 teste,Escritório,PÇ,ativo,NAO,NAO,NAO,0
MAT-01169,Item 1169 teste,Mecânico,PC,INATIVO,NAO,NAO,NAO,0
MAT-01171,Item 1171 teste,Embalagem,L,INATIVO,NAO,NAO,NAO,0
MAT-01182,Item 1182 teste,EMBALAGEM,CX,INATIVO,NAO,NAO,NAO,0
MAT-01183,Item 1183 teste,Hidráulico,PC,Ativo,NAO,NAO,NAO,0
MAT-01128,Item 1128 teste,MECANICO,KG,ativo,NAO,NAO,NAO,0
MAT-01129,Item 1129 teste,Embalagem,LT,ativo,NAO,NAO,NAO,0
MAT-01131,Item 1131 teste,Elétrico,PÇ,INATIVO,NAO,NAO,NAO,0
MAT-02555,Item 2555 teste,Elétrico,L,Ativo,NAO,NAO,NAO,0
MAT-02557,Item 2557 teste,hidraulico,LT,ATIVO,NAO,NAO,NAO,0
MAT-02563,Item 2563 teste,ELETRICO,L,Ativo,NAO,NAO,NAO,0
MAT-01030,Item 1030 teste,MECANICO,KG,Ativo,NAO,NAO,NAO,0
MAT-01035,Item 1035 teste,EMBALAGEM,PÇ,Ativo,NAO,NAO,NAO,0
MAT-01036,Item 1036 teste,Escritório,CX,ATIVO,NAO,NAO,NAO,0
MAT-01037,Item 1037 teste,Elétrico,UN,Inativo,NAO,NAO,NAO,0
MAT-01038,Item 1038 teste,EMBALAGEM,PC,Inativo,NAO,NAO,NAO,0
MAT-01082,Item 1082 teste,Embalagem,KG,Ativo,NAO,NAO,NAO,0
MAT-01083,Item 1083 teste,MECANICO,PC,ATIVO,NAO,NAO,NAO,0
MAT-01090,Item 1090 teste,mecânico,CX,ativo,NAO,NAO,NAO,0
MAT-02541,Item 2541 teste,Elétrico,L,Ativo,NAO,NAO,NAO,0
MAT-02543,Item 2543 teste,Elétrico,UN,Inativo,NAO,NAO,NAO,0
MAT-02547,Item 2547 teste,ELETRICO,LT,ATIVO,NAO,NAO,NAO,0
MAT-02550,Item 2550 teste,Mecânico,PC,INATIVO,NAO,NAO,NAO,0
MAT-02552,Item 2552 teste,Hidráulico,LT,INATIVO,NAO,NAO,NAO,0
MAT-01110,Item 1110 teste,mecânico,PC,Ativo,NAO,NAO,NAO,0
MAT-01116,Item 1116 teste,MECANICO,PÇ,ATIVO,NAO,NAO,NAO,0
MAT-01065,Item 1065 teste,mecânico,L,INATIVO,NAO,NAO,NAO,0
MAT-01068,Item 1068 teste,hidraulico,UND,ativo,NAO,NAO,NAO,0
MAT-01069,Item 1069 teste,Mecânico,KG,Ativo,NAO,NAO,NAO,0
MAT-01073,Item 1073 teste,Elétrico,KG,ativo,NAO,NAO,NAO,0
MAT-01077,Item 1077 teste,Mecânico,L,ativo,NAO,NAO,NAO,0
MAT-01081,Item 1081 teste,MECANICO,LT,Inativo,NAO,NAO,NAO,0
MAT-01098,Item 1098 teste,Mecânico,LT,INATIVO,NAO,NAO,NAO,0
MAT-01100,Item 1100 teste,hidraulico,PC,ATIVO,NAO,NAO,NAO,0
MAT-01102,Item 1102 teste,MECANICO,L,ATIVO,NAO,NAO,NAO,0
MAT-01103,Item 1103 teste,Escritório,L,Inativo,NAO,NAO,NAO,0
MAT-01104,Item 1104 teste,Escritório,PÇ,ATIVO,NAO,NAO,NAO,0
MAT-01105,Item 1105 teste,MECANICO,CX,INATIVO,NAO,NAO,NAO,0
MAT-01106,Item 1106 teste,mecânico,LT,ATIVO,NAO,NAO,NAO,0
MAT-01107,Item 1107 teste,Mecânico,KG,INATIVO,NAO,NAO,NAO,0
MAT-01003,Item 1003 teste,Elétrico,UND,ativo,NAO,NAO,NAO,0
MAT-01004,Item 1004 teste,Elétrico,CX,INATIVO,NAO,NAO,NAO,0
MAT-01005,Item 1005 teste,ELETRICO,KG,ativo,NAO,NAO,NAO,0
MAT-01007,Item 1007 teste,ELETRICO,PÇ,ativo,NAO,NAO,NAO,0
MAT-01008,Item 1008 teste,Embalagem,KG,Inativo,NAO,NAO,NAO,0
MAT-01011,Item 1011 teste,Escritório,CX,Inativo,NAO,NAO,NAO,0
MAT-01012,Item 1012 teste,EMBALAGEM,KG,Ativo,NAO,NAO,NAO,0
MAT-01013,Item 1013 teste,Hidráulico,LT,Inativo,NAO,NAO,NAO,0
MAT-02588,Item 2588 teste,hidraulico,UND,INATIVO,NAO,NAO,NAO,0
MAT-02591,Item 2591 teste,Embalagem,LT,INATIVO,NAO,NAO,NAO,0
MAT-02592,Item 2592 teste,mecânico,UN,ativo,NAO,NAO,NAO,0
MAT-02594,Item 2594 teste,EMBALAGEM,PC,Ativo,NAO,NAO,NAO,0
MAT-02595,Item 2595 teste,hidraulico,UN,Ativo,NAO,NAO,NAO,0
MAT-00996,Item 996 teste,Escritório,KG,ATIVO,NAO,NAO,NAO,0
MAT-01001,Item 1001 teste,Mecânico,PÇ,ATIVO,NAO,NAO,NAO,0
MAT-01002,Item 1002 teste,Embalagem,CX,Ativo,NAO,NAO,NAO,0
MAT-02565,Item 2565 teste,ELETRICO,L,Ativo,NAO,NAO,NAO,0
MAT-02568,Item 2568 teste,MECANICO,UND,ativo,NAO,NAO,NAO,0
MAT-02569,Item 2569 teste,hidraulico,PC,INATIVO,NAO,NAO,NAO,0
MAT-02572,Item 2572 teste,Embalagem,L,ativo,NAO,NAO,NAO,0
MAT-02573,Item 2573 teste,Mecânico,PC,ATIVO,NAO,NAO,NAO,0
MAT-02578,Item 2578 teste,EMBALAGEM,CX,ativo,NAO,NAO,NAO,0
MAT-02584,Item 2584 teste,Escritório,PÇ,INATIVO,NAO,NAO,NAO,0
MAT-02587,Item 2587 teste,Hidráulico,KG,INATIVO,NAO,NAO,NAO,0
MAT-01039,Item 1039 teste,ELETRICO,UND,ativo,NAO,NAO,NAO,0
MAT-01040,Item 1040 teste,Escritório,UN,Ativo,NAO,NAO,NAO,0
MAT-01046,Item 1046 teste,Hidráulico,L,ativo,NAO,NAO,NAO,0
MAT-01047,Item 1047 teste,mecânico,LT,ATIVO,NAO,NAO,NAO,0
MAT-01048,Item 1048 teste,hidraulico,LT,INATIVO,NAO,NAO,NAO,0
MAT-01053,Item 1053 teste,Hidráulico,UN,INATIVO,NAO,NAO,NAO,0
MAT-01054,Item 1054 teste,Embalagem,KG,ativo,NAO,NAO,NAO,0
MAT-02564,Item 2564 teste,Escritório,KG,ativo,NAO,NAO,NAO,0
MAT-02627,Item 2627 teste,Elétrico,PC,Inativo,NAO,NAO,NAO,0
MAT-00968,Item 968 teste,mecânico,KG,ATIVO,NAO,NAO,NAO,0
MAT-00969,Item 969 teste,Escritório,UN,INATIVO,NAO,NAO,NAO,0
MAT-00974,Item 974 teste,Hidráulico,KG,INATIVO,NAO,NAO,NAO,0
MAT-00975,Item 975 teste,Elétrico,PÇ,Inativo,NAO,NAO,NAO,0
MAT-00982,Item 982 teste,mecânico,L,ativo,NAO,NAO,NAO,0
MAT-00985,Item 985 teste,Elétrico,KG,Inativo,NAO,NAO,NAO,0
MAT-00986,Item 986 teste,Elétrico,CX,INATIVO,NAO,NAO,NAO,0
MAT-02611,Item 2611 teste,Escritório,L,Inativo,NAO,NAO,NAO,0
MAT-02615,Item 2615 teste,Hidráulico,L,INATIVO,NAO,NAO,NAO,0
MAT-02617,Item 2617 teste,Embalagem,KG,ATIVO,NAO,NAO,NAO,0
MAT-02618,Item 2618 teste,Hidráulico,PC,ativo,NAO,NAO,NAO,0
MAT-02619,Item 2619 teste,Escritório,PÇ,ATIVO,NAO,NAO,NAO,0
MAT-02620,Item 2620 teste,MECANICO,L,ativo,NAO,NAO,NAO,0
MAT-02623,Item 2623 teste,hidraulico,CX,Inativo,NAO,NAO,NAO,0
MAT-02625,Item 2625 teste,Elétrico,UND,ativo,NAO,NAO,NAO,0
MAT-02597,Item 2597 teste,Mecânico,UN,Inativo,NAO,NAO,NAO,0
MAT-02598,Item 2598 teste,Mecânico,UND,ativo,NAO,NAO,NAO,0
MAT-02599,Item 2599 teste,mecânico,UND,ATIVO,NAO,NAO,NAO,0
MAT-02601,Item 2601 teste,Hidráulico,KG,ATIVO,NAO,NAO,NAO,0
MAT-02602,Item 2602 teste,mecânico,UN,ativo,NAO,NAO,NAO,0
MAT-02603,Item 2603 teste,Mecânico,PÇ,Ativo,NAO,NAO,NAO,0
MAT-02605,Item 2605 teste,ELETRICO,UND,ativo,NAO,NAO,NAO,0
MAT-02610,Item 2610 teste,mecânico,PÇ,INATIVO,NAO,NAO,NAO,0
MAT-01017,Item 1017 teste,Hidráulico,CX,INATIVO,NAO,NAO,NAO,0
MAT-01020,Item 1020 teste,ELETRICO,UND,ATIVO,NAO,NAO,NAO,0
MAT-01021,Item 1021 teste,ELETRICO,L,Ativo,NAO,NAO,NAO,0
MAT-01022,Item 1022 teste,Escritório,PÇ,ATIVO,NAO,NAO,NAO,0
MAT-01025,Item 1025 teste,hidraulico,LT,ativo,NAO,NAO,NAO,0
MAT-01026,Item 1026 teste,EMBALAGEM,KG,ATIVO,NAO,NAO,NAO,0
MAT-01027,Item 1027 teste,Mecânico,KG,Inativo,NAO,NAO,NAO,0
MAT-02596,Item 2596 teste,Hidráulico,UN,Ativo,NAO,NAO,NAO,0
MAT-00937,Item 937 teste,EMBALAGEM,PÇ,Inativo,NAO,NAO,NAO,0
MAT-00938,Item 938 teste,Mecânico,PC,INATIVO,NAO,NAO,NAO,0
MAT-00941,Item 941 teste,mecânico,UND,ativo,NAO,NAO,NAO,0
MAT-00947,Item 947 teste,MECANICO,UN,ATIVO,NAO,NAO,NAO,0
MAT-00949,Item 949 teste,Hidráulico,UN,Ativo,NAO,NAO,NAO,0
MAT-00955,Item 955 teste,Elétrico,LT,ativo,NAO,NAO,NAO,0
MAT-00959,Item 959 teste,Elétrico,LT,INATIVO,NAO,NAO,NAO,0
MAT-00961,Item 961 teste,EMBALAGEM,PC,Ativo,NAO,NAO,NAO,0
MAT-02652,Item 2652 teste,hidraulico,L,Inativo,NAO,NAO,NAO,0
MAT-02653,Item 2653 teste,EMBALAGEM,L,Ativo,NAO,NAO,NAO,0
MAT-02655,Item 2655 teste,MECANICO,PC,INATIVO,NAO,NAO,NAO,0
MAT-02656,Item 2656 teste,ELETRICO,CX,Inativo,NAO,NAO,NAO,0
MAT-02658,Item 2658 teste,Embalagem,KG,ativo,NAO,NAO,NAO,0
MAT-00933,Item 933 teste,Hidráulico,LT,ATIVO,NAO,NAO,NAO,0
MAT-00935,Item 935 teste,hidraulico,UND,Ativo,NAO,NAO,NAO,0
MAT-00936,Item 936 teste,Mecânico,PC,Inativo,NAO,NAO,NAO,0
MAT-02635,Item 2635 teste,EMBALAGEM,LT,ativo,NAO,NAO,NAO,0
MAT-02636,Item 2636 teste,Embalagem,L,Ativo,NAO,NAO,NAO,0
MAT-02639,Item 2639 teste,Mecânico,KG,ativo,NAO,NAO,NAO,0
MAT-02640,Item 2640 teste,mecânico,LT,Ativo,NAO,NAO,NAO,0
MAT-02644,Item 2644 teste,Embalagem,PÇ,ATIVO,NAO,NAO,NAO,0
MAT-02645,Item 2645 teste,Mecânico,CX,INATIVO,NAO,NAO,NAO,0
MAT-02646,Item 2646 teste,Escritório,CX,Ativo,NAO,NAO,NAO,0
MAT-02651,Item 2651 teste,Elétrico,UN,ATIVO,NAO,NAO,NAO,0
MAT-00987,Item 987 teste,Escritório,KG,ATIVO,NAO,NAO,NAO,0
MAT-00991,Item 991 teste,Embalagem,LT,ATIVO,NAO,NAO,NAO,0
MAT-00993,Item 993 teste,Hidráulico,L,ativo,NAO,NAO,NAO,0
MAT-00994,Item 994 teste,Embalagem,UND,INATIVO,NAO,NAO,NAO,0
MAT-02629,Item 2629 teste,Hidráulico,PÇ,INATIVO,NAO,NAO,NAO,0
MAT-02630,Item 2630 teste,Embalagem,PC,ativo,NAO,NAO,NAO,0
MAT-02633,Item 2633 teste,Hidráulico,UN,ativo,NAO,NAO,NAO,0
MAT-02634,Item 2634 teste,Elétrico,UND,Inativo,NAO,NAO,NAO,0
MAT-00869,Item 869 teste,Elétrico,UND,ativo,NAO,NAO,NAO,0
MAT-00871,Item 871 teste,Elétrico,KG,ATIVO,NAO,NAO,NAO,0
MAT-00872,Item 872 teste,Mecânico,KG,Ativo,NAO,NAO,NAO,0
MAT-00873,Item 873 teste,Elétrico,KG,INATIVO,NAO,NAO,NAO,0
MAT-00875,Item 875 teste,Mecânico,L,Inativo,NAO,NAO,NAO,0
MAT-00880,Item 880 teste,MECANICO,UND,Inativo,NAO,NAO,NAO,0
MAT-00886,Item 886 teste,ELETRICO,PC,INATIVO,NAO,NAO,NAO,0
MAT-00888,Item 888 teste,Escritório,L,ATIVO,NAO,NAO,NAO,0
MAT-02673,Item 2673 teste,Hidráulico,CX,ativo,NAO,NAO,NAO,0
MAT-02678,Item 2678 teste,mecânico,UN,Ativo,NAO,NAO,NAO,0
MAT-02682,Item 2682 teste,Mecânico,UN,ativo,NAO,NAO,NAO,0
MAT-02683,Item 2683 teste,hidraulico,CX,Ativo,NAO,NAO,NAO,0
MAT-02684,Item 2684 teste,Embalagem,UN,Inativo,NAO,NAO,NAO,0
MAT-02689,Item 2689 teste,Hidráulico,UN,ativo,NAO,NAO,NAO,0
MAT-02690,Item 2690 teste,MECANICO,UND,Inativo,NAO,NAO,NAO,0
MAT-02691,Item 2691 teste,EMBALAGEM,PÇ,INATIVO,NAO,NAO,NAO,0
MAT-00925,Item 925 teste,Escritório,L,Ativo,NAO,NAO,NAO,0
MAT-00931,Item 931 teste,Embalagem,UN,INATIVO,NAO,NAO,NAO,0
MAT-02660,Item 2660 teste,Embalagem,CX,INATIVO,NAO,NAO,NAO,0
MAT-02662,Item 2662 teste,EMBALAGEM,PÇ,ativo,NAO,NAO,NAO,0
MAT-02664,Item 2664 teste,ELETRICO,UN,Inativo,NAO,NAO,NAO,0
MAT-02667,Item 2667 teste,hidraulico,L,ATIVO,NAO,NAO,NAO,0
MAT-02669,Item 2669 teste,Embalagem,LT,ativo,NAO,NAO,NAO,0
MAT-02671,Item 2671 teste,Escritório,LT,ativo,NAO,NAO,NAO,0
MAT-00900,Item 900 teste,hidraulico,PÇ,Ativo,NAO,NAO,NAO,0
MAT-00902,Item 902 teste,Mecânico,PÇ,ATIVO,NAO,NAO,NAO,0
MAT-00904,Item 904 teste,mecânico,PÇ,Inativo,NAO,NAO,NAO,0
MAT-00906,Item 906 teste,Embalagem,KG,Ativo,NAO,NAO,NAO,0
MAT-00914,Item 914 teste,Embalagem,PÇ,Inativo,NAO,NAO,NAO,0
MAT-00916,Item 916 teste,ELETRICO,KG,ATIVO,NAO,NAO,NAO,0
MAT-00919,Item 919 teste,ELETRICO,L,ativo,NAO,NAO,NAO,0
MAT-00923,Item 923 teste,Elétrico,CX,INATIVO,NAO,NAO,NAO,0
MAT-02717,Item 2717 teste,Hidráulico,UN,INATIVO,NAO,NAO,NAO,0
MAT-02720,Item 2720 teste,mecânico,CX,ativo,NAO,NAO,NAO,0
MAT-00804,Item 804 teste,Escritório,L,Ativo,NAO,NAO,NAO,0
MAT-00805,Item 805 teste,EMBALAGEM,PC,ativo,NAO,NAO,NAO,0
MAT-00806,Item 806 teste,Mecânico,L,ativo,NAO,NAO,NAO,0
MAT-00807,Item 807 teste,Elétrico,PC,ATIVO,NAO,NAO,NAO,0
MAT-00810,Item 810 teste,Escritório,L,Ativo,NAO,NAO,NAO,0
MAT-00812,Item 812 teste,EMBALAGEM,PC,Ativo,NAO,NAO,NAO,0
MAT-02700,Item 2700 teste,Escritório,LT,ATIVO,NAO,NAO,NAO,0
MAT-02702,Item 2702 teste,ELETRICO,UND,ativo,NAO,NAO,NAO,0
MAT-02703,Item 2703 teste,EMBALAGEM,LT,Ativo,NAO,NAO,NAO,0
MAT-02704,Item 2704 teste,MECANICO,LT,ATIVO,NAO,NAO,NAO,0
MAT-02706,Item 2706 teste,Elétrico,PC,INATIVO,NAO,NAO,NAO,0
MAT-02707,Item 2707 teste,EMBALAGEM,CX,Inativo,NAO,NAO,NAO,0
MAT-02709,Item 2709 teste,mecânico,PÇ,ativo,NAO,NAO,NAO,0
MAT-02711,Item 2711 teste,ELETRICO,L,Inativo,NAO,NAO,NAO,0
MAT-00855,Item 855 teste,Hidráulico,L,ativo,NAO,NAO,NAO,0
MAT-00863,Item 863 teste,Escritório,PÇ,INATIVO,NAO,NAO,NAO,0
MAT-00865,Item 865 teste,ELETRICO,CX,ativo,NAO,NAO,NAO,0
MAT-00867,Item 867 teste,Escritório,LT,INATIVO,NAO,NAO,NAO,0
MAT-02692,Item 2692 teste,hidraulico,KG,Ativo,NAO,NAO,NAO,0
MAT-02693,Item 2693 teste,Mecânico,L,Ativo,NAO,NAO,NAO,0
MAT-02694,Item 2694 teste,hidraulico,PC,INATIVO,NAO,NAO,NAO,0
MAT-02696,Item 2696 teste,ELETRICO,PC,ativo,NAO,NAO,NAO,0
MAT-00891,Item 891 teste,mecânico,CX,ativo,NAO,NAO,NAO,0
MAT-00893,Item 893 teste,Mecânico,PC,INATIVO,NAO,NAO,NAO,0
MAT-00896,Item 896 teste,Mecânico,L,ATIVO,NAO,NAO,NAO,0
MAT-00899,Item 899 teste,Hidráulico,UND,ATIVO,NAO,NAO,NAO,0
MAT-00840,Item 840 teste,Embalagem,KG,Inativo,NAO,NAO,NAO,0
MAT-00841,Item 841 teste,hidraulico,LT,INATIVO,NAO,NAO,NAO,0
MAT-00844,Item 844 teste,MECANICO,CX,Inativo,NAO,NAO,NAO,0
MAT-00852,Item 852 teste,Elétrico,UND,Ativo,NAO,NAO,NAO,0
MAT-02753,Item 2753 teste,hidraulico,UN,ATIVO,NAO,NAO,NAO,0
MAT-02754,Item 2754 teste,Hidráulico,LT,ATIVO,NAO,NAO,NAO,0
MAT-00774,Item 774 teste,Embalagem,PÇ,ativo,NAO,NAO,NAO,0
MAT-00775,Item 775 teste,Mecânico,KG,INATIVO,NAO,NAO,NAO,0
MAT-00776,Item 776 teste,MECANICO,LT,ativo,NAO,NAO,NAO,0
MAT-00777,Item 777 teste,Elétrico,PC,Inativo,NAO,NAO,NAO,0
MAT-00779,Item 779 teste,Hidráulico,CX,Ativo,NAO,NAO,NAO,0
MAT-00782,Item 782 teste,Embalagem,KG,Inativo,NAO,NAO,NAO,0
MAT-02729,Item 2729 teste,Embalagem,UN,ATIVO,NAO,NAO,NAO,0
MAT-02731,Item 2731 teste,Mecânico,UND,Ativo,NAO,NAO,NAO,0
MAT-02735,Item 2735 teste,mecânico,UN,ativo,NAO,NAO,NAO,0
MAT-02739,Item 2739 teste,Escritório,LT,INATIVO,NAO,NAO,NAO,0
MAT-02744,Item 2744 teste,ELETRICO,UN,Inativo,NAO,NAO,NAO,0
MAT-02747,Item 2747 teste,Elétrico,PC,ATIVO,NAO,NAO,NAO,0
MAT-02750,Item 2750 teste,MECANICO,KG,ATIVO,NAO,NAO,NAO,0
MAT-02751,Item 2751 teste,Embalagem,PC,Inativo,NAO,NAO,NAO,0
MAT-00827,Item 827 teste,mecânico,CX,INATIVO,NAO,NAO,NAO,0
MAT-00829,Item 829 teste,Hidráulico,CX,ativo,NAO,NAO,NAO,0
MAT-00831,Item 831 teste,EMBALAGEM,PC,ATIVO,NAO,NAO,NAO,0
MAT-00832,Item 832 teste,Mecânico,LT,ATIVO,NAO,NAO,NAO,0
MAT-00833,Item 833 teste,ELETRICO,CX,Inativo,NAO,NAO,NAO,0
MAT-00834,Item 834 teste,Hidráulico,CX,Inativo,NAO,NAO,NAO,0
MAT-02724,Item 2724 teste,mecânico,UN,INATIVO,NAO,NAO,NAO,0
MAT-02726,Item 2726 teste,MECANICO,PC,INATIVO,NAO,NAO,NAO,0
MAT-00813,Item 813 teste,mecânico,L,INATIVO,NAO,NAO,NAO,0
MAT-00814,Item 814 teste,Elétrico,PC,Inativo,NAO,NAO,NAO,0
MAT-00815,Item 815 teste,Hidráulico,UN,INATIVO,NAO,NAO,NAO,0
MAT-00816,Item 816 teste,mecânico,L,ATIVO,NAO,NAO,NAO,0
MAT-00817,Item 817 teste,Embalagem,L,Inativo,NAO,NAO,NAO,0
MAT-00818,Item 818 teste,Embalagem,KG,Inativo,NAO,NAO,NAO,0
MAT-00821,Item 821 teste,Escritório,KG,ativo,NAO,NAO,NAO,0
