codigo_material,descricao,categoria,caminho,n_erros,n_alertas,erros,alertas
MAT-02620,Presilha Alumínio,Acessórios,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02621,Capacitor Aço,Eletrônico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-02622,Válvula Alumínio,Hidráulico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02623,Registro PVC,Hidráulico,CAMINHO_2,0,1,,Parado 489 dias
MAT-02624,Registro Plástico,Hidráulico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02625,Rolamento Alumínio,Peças,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Preco alto: R$1773.34 (revisar)
MAT-02626,Capacete Inox,EPI,REJEITADO,1,0,NCM vazio,
MAT-02627,Junta Alumínio,Peças,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-02628,Balde PVC,Limpeza,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02629,Mangueira Cobre,Pneumático,CAMINHO_3,0,2,,Sem fornecedor; Parado 656 dias
MAT-02630,Porca M16 em Latão,Fixação,CAMINHO_2,0,1,,Parado 541 dias
MAT-02631,Plástico Inox,Embalagem,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02632,Cilindro Latão,Pneumático,CAMINHO_2,0,1,,Parado 432 dias
MAT-02633,Mangueira Alumínio,Hidráulico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Sem estoque minimo
MAT-02634,Papelão em Cobre,Embalagem,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-02635,Conexão Aço,Hidráulico,REJEITADO,1,2,Preco zerado,Sem fornecedor; Parado 419 dias
MAT-02636,Válvula Inox,Hidráulico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02637,Suporte Alumínio,Acessórios,CAMINHO_1,0,0,,
MAT-02638,Cabo 6mm² Plástico,Elétrico,CAMINHO_1,0,0,,
MAT-02639,Anel Inox,Peças,CAMINHO_1,0,0,,
MAT-02640,Papel Cobre,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02641,Suporte Aço,Acessórios,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02642,módulo Inox,Eletrônico,CAMINHO_1,0,0,,
MAT-02643,Caixa Aço,Embalagem,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 390 dias
MAT-02644,Anel Alumínio,Peças,CAMINHO_1,0,0,,
MAT-02645,Serra Latão,Ferramentas,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-02646,Correia Plástico,Mecânico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02647,Rolamento Plástico,Mecânico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02648,Anel Inox,Peças,CAMINHO_1,0,0,,
MAT-02649,Mangueira PVC,Pneumático,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-02650,Arruela Plástico,Fixação,CAMINHO_1,0,0,,
MAT-02651,Caneta Latão,Escritório,CAMINHO_1,0,0,,
MAT-02652,Filtro Plástico,Pneumático,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 608 dias
MAT-02653,Módulo PVC,Eletrônico,CAMINHO_1,0,0,,
MAT-02654,Máscara Latão,EPI,REJEITADO,1,0,NCM vazio,
MAT-02655,Fita Inox,Embalagem,CAMINHO_2,0,1,,Sem fornecedor
MAT-02656,Porca Latão M8,Fixação,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02657,Caneta Plástico,Escritório,CAMINHO_2,0,1,,Sem fornecedor
MAT-02658,Rebite Aço,Fixação,REJEITADO,2,1,NCM vazio; Preco zerado,Parado 424 dias
MAT-02659,Vassoura PVC,Limpeza,CAMINHO_1,0,0,,
MAT-02660,Bucha Aço,Mecânico,CAMINHO_1,0,0,,
MAT-02661,Catalisador Latão,Químico,CAMINHO_2,0,1,,Parado 410 dias
MAT-02662,Pasta Plástico,Lubrificante,CAMINHO_3,0,2,,Sem fornecedor; Parado 396 dias
MAT-02663,Filtro PVC,Pneumático,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-02664,Ácido Cobre,Químico,CAMINHO_1,0,0,,
MAT-02665,Válvula Inox,Hidráulico,REJEITADO,1,0,NCM vazio,
MAT-02666,Parafuso M16 Latão,Fixação,CAMINHO_2,0,1,,Sem fornecedor
MAT-02667,Clipe Plástico,Acessórios,REJEITADO,1,2,NCM vazio,Sem fornecedor; Sem estoque minimo
MAT-02668,Cilindro Plástico,Pneumático,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-02669,LED Inox,Eletrônico,CAMINHO_1,0,0,,
MAT-02670,Etiqueta Latão,Embalagem,CAMINHO_1,0,0,,
MAT-02671,LED PVC,Eletrônico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 498 dias
MAT-02672,Junta Cobre,Peças,CAMINHO_3,0,2,,Sem fornecedor; Parado 378 dias
MAT-02673,Caixa PVC,Embalagem,REJEITADO,1,0,Preco zerado,
MAT-02674,Sensor Cobre,Eletrônico,CAMINHO_3,0,2,,Preco alto: R$1573.99 (revisar); Parado 563 dias
MAT-02675,Prego Alumínio,Fixação,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 676 dias
MAT-02676,Desinfetante Plástico,Limpeza,CAMINHO_1,0,0,,
MAT-02677,"Tubo 1"" Plástico",Hidráulico,CAMINHO_1,0,0,,
MAT-02678,Gancho Inox,Acessórios,CAMINHO_1,0,0,,
MAT-02679,Registro PVC,Hidráulico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02680,LED Aço,Eletrônico,CAMINHO_1,0,0,,
MAT-02681,Catalisador Plástico,Químico,CAMINHO_2,0,1,,Parado 559 dias
MAT-02682,Anel Latão,Peças,REJEITADO,1,3,NCM vazio,Sem fornecedor; Sem estoque minimo; Parado 644 dias
MAT-02683,Chave Plástico,Ferramentas,CAMINHO_1,0,0,,
MAT-02684,Filtro Plástico,Pneumático,CAMINHO_2,0,1,,Preco alto: R$1870.44 (revisar)
MAT-02685,Eixo Inox,Mecânico,CAMINHO_2,0,1,,Preco alto: R$1579.62 (revisar)
MAT-02686,Interruptor Plástico,Elétrico,REJEITADO,1,1,NCM vazio,Parado 687 dias
MAT-02687,Retentor PVC,Peças,CAMINHO_2,0,1,,Parado 376 dias
MAT-02688,Solvente Alumínio,Químico,CAMINHO_1,0,0,,
MAT-02689,Chave Latão,Ferramentas,CAMINHO_1,0,0,,
MAT-02690,Junta Cobre,Peças,REJEITADO,1,3,NCM vazio,Sem estoque minimo; Preco alto: R$1788.42 (revisar); Parado 653 dias
MAT-02691,Ácido Aço,Químico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02692,Clipe Cobre,Acessórios,REJEITADO,1,0,NCM vazio,
MAT-02693,Pasta PVC,Lubrificante,CAMINHO_2,0,1,,Sem fornecedor
MAT-02694,Prego Cobre,Fixação,REJEITADO,1,0,NCM vazio,
MAT-02695,Balde Alumínio,Limpeza,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-02696,Caixa Aço,Embalagem,CAMINHO_1,0,0,,
MAT-02697,Bota Latão,EPI,CAMINHO_1,0,0,,
MAT-02698,Spray Alumínio,Lubrificante,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02699,Papelão Aço,Embalagem,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02700,Rebite PVC,Fixação,CAMINHO_3,0,2,,Sem estoque minimo; Parado 553 dias
MAT-02701,Registro Cobre,Hidráulico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 634 dias
MAT-02702,conexão PVC,Pneumático,CAMINHO_3,0,2,,Sem estoque minimo; Parado 570 dias
MAT-02703,Catalisador Latão,Químico,CAMINHO_1,0,0,,
MAT-02704,Rolamento Latão,Peças,CAMINHO_2,0,1,,Parado 510 dias
MAT-02705,Solvente Inox,Químico,CAMINHO_1,0,0,,
MAT-02706,Eixo PVC,Mecânico,CAMINHO_2,0,1,,Preco alto: R$1897.74 (revisar)
MAT-02707,Vassoura Cobre,Limpeza,REJEITADO,1,1,NCM vazio,Preco alto: R$1760.22 (revisar)
MAT-02708,Serra Latão,Ferramentas,CAMINHO_1,0,0,,
MAT-02709,Porca M10 Aço,Fixação,CAMINHO_2,0,1,,Parado 660 dias
MAT-02710,Caixa Inox,Embalagem,CAMINHO_1,0,0,,
MAT-02711,Máscara Plástico,EPI,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 420 dias
MAT-02712,Módulo Cobre,Eletrônico,CAMINHO_1,0,0,,
MAT-02713,Porca M6 PVC,Fixação,CAMINHO_1,0,0,,
MAT-02714,Conexão Aço,Pneumático,CAMINHO_2,0,1,,Parado 396 dias
MAT-02715,Junta Inox,Peças,REJEITADO,1,0,NCM vazio,
MAT-02716,Cilindro Cobre,Pneumático,CAMINHO_2,0,1,,Parado 558 dias
MAT-02717,Módulo Cobre,Eletrônico,CAMINHO_3,0,2,,Sem fornecedor; Parado 532 dias
MAT-02718,retentor Latão,Peças,REJEITADO,1,2,NCM vazio,Preco alto: R$1739.07 (revisar); Parado 715 dias
MAT-02719,Lâmpada Latão,Elétrico,REJEITADO,1,3,NCM vazio,Sem estoque minimo; Preco alto: R$1941.77 (revisar); Parado 458 dias
MAT-02720,Grampeador Alumínio,Escritório,REJEITADO,1,1,NCM vazio,Parado 451 dias
MAT-02721,Caneta Plástico,Escritório,REJEITADO,1,1,NCM vazio,Parado 589 dias
MAT-02722,Parafuso M8 Inox,Fixação,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 416 dias
MAT-02723,Sensor Inox,Eletrônico,CAMINHO_2,0,1,,Parado 408 dias
MAT-02724,Tomada Alumínio,Elétrico,CAMINHO_1,0,0,,
MAT-02725,Conexão Cobre,Hidráulico,REJEITADO,1,1,NCM vazio,Parado 513 dias
MAT-02726,Gancho Inox,Acessórios,CAMINHO_1,0,0,,
MAT-02727,Máscara Plástico,EPI,CAMINHO_1,0,0,,
MAT-02728,Eixo Cobre,Mecânico,CAMINHO_3,0,2,,Sem estoque minimo; Parado 455 dias
MAT-02729,Válvula Inox,Hidráulico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02730,Rolamento Alumínio,Mecânico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-02731,Retentor Alumínio,Peças,CAMINHO_2,0,1,,Sem fornecedor
MAT-02732,Prego Latão,Fixação,CAMINHO_2,0,1,,Sem fornecedor
MAT-02733,Capacete PVC,EPI,REJEITADO,1,1,NCM vazio,Parado 381 dias
MAT-02734,fita Inox,Embalagem,CAMINHO_1,0,0,,
MAT-02735,Junta Latão,Peças,CAMINHO_3,0,2,,Sem estoque minimo; Parado 477 dias
MAT-02736,Serra Latão,Ferramentas,REJEITADO,1,1,Preco zerado,Sem fornecedor
MAT-02737,Mangueira Plástico,Pneumático,CAMINHO_1,0,0,,
MAT-02738,conexão Alumínio,Hidráulico,CAMINHO_1,0,0,,
MAT-02739,filtro Cobre,Pneumático,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02740,Lâmpada Inox,Elétrico,CAMINHO_2,0,1,,Parado 522 dias
MAT-02741,Filtro PVC,Pneumático,CAMINHO_2,0,1,,Parado 723 dias
MAT-02742,Suporte Cobre,Acessórios,CAMINHO_2,0,1,,Parado 420 dias
MAT-02743,Conexão Latão,Pneumático,CAMINHO_3,0,2,,Preco alto: R$1790.17 (revisar); Parado 646 dias
MAT-02744,Balde Latão,Limpeza,CAMINHO_1,0,0,,
MAT-02745,Etiqueta Latão,Embalagem,CAMINHO_2,0,1,,Sem fornecedor
MAT-02746,Abraçadeira PVC,Acessórios,CAMINHO_2,0,1,,Sem fornecedor
MAT-02747,Rolamento Alumínio,Peças,CAMINHO_1,0,0,,
MAT-02748,Válvula Latão,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-02749,abraçadeira Alumínio,Acessórios,REJEITADO,1,1,NCM vazio,Parado 530 dias
MAT-02750,Pano Alumínio,Limpeza,CAMINHO_3,0,2,,Sem estoque minimo; Parado 734 dias
MAT-02751,conexão Aço,Pneumático,CAMINHO_1,0,0,,
MAT-02752,Presilha Plástico,Acessórios,REJEITADO,1,1,NCM vazio,Parado 410 dias
MAT-02753,Detergente Alumínio,Limpeza,CAMINHO_2,0,1,,Parado 433 dias
MAT-02754,Martelo Aço,Ferramentas,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 422 dias
MAT-02755,Fita Inox,Embalagem,CAMINHO_1,0,0,,
MAT-02756,Pasta Cobre,Escritório,CAMINHO_2,0,1,,Parado 727 dias
MAT-02757,Eixo Plástico,Mecânico,REJEITADO,1,0,NCM vazio,
MAT-02758,Martelo PVC,Ferramentas,CAMINHO_2,0,1,,Parado 604 dias
MAT-02759,Capacitor Plástico,Eletrônico,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-02760,Etiqueta PVC,Embalagem,REJEITADO,1,1,NCM vazio,Parado 440 dias
MAT-02761,Detergente PVC,Limpeza,CAMINHO_1,0,0,,
MAT-02762,Capacete Alumínio,EPI,REJEITADO,1,0,NCM vazio,
MAT-02763,Mangueira Aço,Pneumático,CAMINHO_1,0,0,,
MAT-02764,Papelão Inox,Embalagem,CAMINHO_3,0,2,,Sem fornecedor; Parado 399 dias
MAT-02765,Resistor PVC,Eletrônico,CAMINHO_2,0,1,,Parado 604 dias
MAT-02766,Válvula Latão,Hidráulico,CAMINHO_2,0,1,,Parado 489 dias
MAT-02767,Caneta Aço,Escritório,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 588 dias
MAT-02768,Rolamento Plástico,Mecânico,REJEITADO,1,0,NCM vazio,
MAT-02769,Sensor PVC,Eletrônico,CAMINHO_1,0,0,,
MAT-02770,Bota Plástico,EPI,REJEITADO,1,0,NCM vazio,
MAT-02771,Spray em Inox,Lubrificante,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02772,Tomada Inox,Elétrico,CAMINHO_1,0,0,,
MAT-02773,Reagente Aço,Químico,CAMINHO_1,0,0,,
MAT-02774,Capacitor Aço,Eletrônico,CAMINHO_1,0,0,,
MAT-02775,Alicate PVC,Ferramentas,CAMINHO_2,0,1,,Sem fornecedor
MAT-02776,Óleo Inox,Lubrificante,CAMINHO_2,0,1,,Parado 533 dias
MAT-02777,alicate Plástico,Ferramentas,CAMINHO_2,0,1,,Sem fornecedor
MAT-02778,LED Aço,Eletrônico,CAMINHO_1,0,0,,
MAT-02779,Balde Alumínio,Limpeza,CAMINHO_2,0,1,,Parado 442 dias
MAT-02780,Arruela Aço,Fixação,REJEITADO,1,0,NCM vazio,
MAT-02781,Bucha Plástico,Mecânico,CAMINHO_2,0,1,,Parado 435 dias
MAT-02782,Anel Latão,Peças,CAMINHO_3,0,2,,Sem estoque minimo; Parado 477 dias
MAT-02783,Etiqueta em Plástico,Embalagem,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02784,Lâmpada Plástico,Elétrico,CAMINHO_1,0,0,,
MAT-02785,Módulo PVC,Eletrônico,REJEITADO,1,0,Preco zerado,
MAT-02786,Plástico Cobre,Embalagem,CAMINHO_2,0,1,,Sem fornecedor
MAT-02787,Base Inox,Químico,CAMINHO_3,0,2,,Sem estoque minimo; Parado 441 dias
MAT-02788,Tomada Latão,Elétrico,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-02789,Pasta Latão,Escritório,CAMINHO_1,0,0,,
MAT-02790,Rebite Aço,Fixação,CAMINHO_2,0,1,,Parado 495 dias
MAT-02791,"Tubo 3/4"" Aço",Hidráulico,CAMINHO_1,0,0,,
MAT-02792,Balde Latão,Limpeza,CAMINHO_1,0,0,,
MAT-02793,LED Inox,Eletrônico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 385 dias
MAT-02794,Válvula Cobre,Hidráulico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02795,pasta Inox,Escritório,CAMINHO_1,0,0,,
MAT-02796,luva G Plástico,EPI,CAMINHO_2,0,1,,Sem fornecedor
MAT-02797,Vedação Inox,Peças,CAMINHO_2,0,1,,Sem fornecedor
MAT-02798,Plástico Plástico,Embalagem,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 593 dias
MAT-02799,Rolamento Inox,Peças,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 468 dias
MAT-02800,Chave Latão,Ferramentas,CAMINHO_2,0,1,,Parado 401 dias
MAT-02801,Óleo Alumínio,Lubrificante,CAMINHO_2,0,1,,Preco alto: R$1877.70 (revisar)
MAT-02802,Conexão PVC,Hidráulico,CAMINHO_1,0,0,,
MAT-02803,Ácido Alumínio,Químico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-02804,Ácido Cobre,Químico,CAMINHO_1,0,0,,
MAT-02805,pasta Inox,Escritório,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 489 dias
MAT-02806,Filtro Cobre,Pneumático,CAMINHO_2,0,1,,Parado 697 dias
MAT-02807,Abraçadeira em Alumínio,Acessórios,CAMINHO_2,0,1,,Parado 599 dias
MAT-02808,Arruela Inox,Fixação,CAMINHO_1,0,0,,
MAT-02809,Vassoura Latão,Limpeza,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-02810,Rebite Cobre,Fixação,CAMINHO_2,0,1,,Sem fornecedor
MAT-02811,Martelo PVC,Ferramentas,CAMINHO_1,0,0,,
MAT-02812,Óleo Inox,Lubrificante,CAMINHO_1,0,0,,
MAT-02813,Conexão PVC,Hidráulico,CAMINHO_3,0,2,,Sem fornecedor; Parado 384 dias
MAT-02814,Papelão Aço,Embalagem,REJEITADO,1,0,NCM vazio,
MAT-02815,Conexão Cobre,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-02816,Catalisador Inox,Químico,REJEITADO,1,0,NCM vazio,
MAT-02817,Registro Latão,Hidráulico,CAMINHO_1,0,0,,
MAT-02818,Caneta Aço,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02819,Clipe em Plástico,Acessórios,CAMINHO_1,0,0,,
MAT-02820,Plástico Plástico,Embalagem,CAMINHO_2,0,1,,Sem fornecedor
MAT-02821,Martelo Latão,Ferramentas,REJEITADO,1,0,Preco zerado,
MAT-02822,Retentor PVC,Peças,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02823,Sensor Plástico,Eletrônico,CAMINHO_2,0,1,,Parado 409 dias
MAT-02824,Fluido Plástico,Lubrificante,CAMINHO_1,0,0,,
MAT-02825,Retentor Cobre,Peças,CAMINHO_2,0,1,,Parado 626 dias
MAT-02826,Capacete Inox,EPI,CAMINHO_2,0,1,,Parado 387 dias
MAT-02827,Máscara Cobre,EPI,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-02828,Desinfetante Cobre,Limpeza,CAMINHO_1,0,0,,
MAT-02829,Lâmpada Plástico,Elétrico,REJEITADO,1,0,NCM vazio,
MAT-02830,Catalisador Aço,Químico,CAMINHO_1,0,0,,
MAT-02831,Parafuso M16 Latão,Fixação,CAMINHO_2,0,1,,Parado 375 dias
MAT-02832,"Tubo 3/4"" Alumínio",Hidráulico,CAMINHO_2,0,1,,Parado 592 dias
MAT-02833,Rebite Inox,Fixação,CAMINHO_1,0,0,,
MAT-02834,Válvula Latão,Hidráulico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02835,Fita Aço,Embalagem,CAMINHO_3,0,2,,Sem fornecedor; Parado 518 dias
MAT-02836,Chave Inox,Ferramentas,CAMINHO_1,0,0,,
MAT-02837,Resistor em Latão,Eletrônico,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-02838,Alicate Alumínio,Ferramentas,REJEITADO,1,1,Preco zerado,Parado 466 dias
MAT-02839,Porca M10 Inox,Fixação,CAMINHO_2,0,1,,Parado 494 dias
MAT-02840,Vedação Aço,Peças,CAMINHO_1,0,0,,
MAT-02841,Bota Alumínio,EPI,CAMINHO_1,0,0,,
MAT-02842,Alicate Inox,Ferramentas,CAMINHO_2,0,1,,Sem fornecedor
MAT-02843,Grampeador PVC,Escritório,CAMINHO_1,0,0,,
MAT-02844,Clips Latão,Escritório,CAMINHO_1,0,0,,
MAT-02845,Interruptor Inox,Elétrico,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-02846,Clips Cobre,Escritório,CAMINHO_2,0,1,,Sem fornecedor
MAT-02847,Fluido Inox,Lubrificante,CAMINHO_3,0,2,,Sem fornecedor; Preco alto: R$1991.92 (revisar)
MAT-02848,Catalisador Plástico,Químico,CAMINHO_2,0,1,,Parado 502 dias
MAT-02849,Parafuso M10 Cobre,Fixação,CAMINHO_2,0,1,,Preco alto: R$1553.09 (revisar)
MAT-02850,"Tubo 3/4"" Inox",Hidráulico,CAMINHO_1,0,0,,
MAT-02851,Bucha Latão,Mecânico,REJEITADO,1,4,NCM vazio,Sem fornecedor; Sem estoque minimo; Preco alto: R$1962.94 (revisar); Parado 443 dias
MAT-02852,Conexão Latão,Pneumático,CAMINHO_2,0,1,,Sem fornecedor
MAT-02853,Mangueira Alumínio,Pneumático,CAMINHO_2,0,1,,Parado 409 dias
MAT-02854,Etiqueta Inox,Embalagem,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02855,arruela Latão,Fixação,CAMINHO_1,0,0,,
MAT-02856,Cabo 4mm² Plástico,Elétrico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-02857,Válvula Latão,Hidráulico,CAMINHO_2,0,1,,Parado 457 dias
MAT-02858,Capacete PVC,EPI,CAMINHO_1,0,0,,
MAT-02859,Óculos em Aço,EPI,CAMINHO_1,0,0,,
MAT-02860,Grampeador Aço,Escritório,CAMINHO_2,0,1,,Parado 588 dias
MAT-02861,Clipe PVC,Acessórios,CAMINHO_1,0,0,,
MAT-02862,Conexão Cobre,Hidráulico,REJEITADO,1,1,NCM vazio,Parado 669 dias
MAT-02863,Papelão Plástico,Embalagem,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02864,Capacitor Inox,Eletrônico,CAMINHO_3,0,2,,Preco alto: R$1790.44 (revisar); Parado 428 dias
MAT-02865,Capacitor Cobre,Eletrônico,CAMINHO_1,0,0,,
MAT-02866,Filtro Inox,Pneumático,CAMINHO_1,0,0,,
MAT-02867,Caixa Inox,Embalagem,REJEITADO,1,1,NCM vazio,Parado 444 dias
MAT-02868,Rolamento Cobre,Peças,CAMINHO_1,0,0,,
MAT-02869,Base Aço,Químico,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-02870,Lâmpada Cobre,Elétrico,REJEITADO,1,0,NCM vazio,
MAT-02871,Plástico Plástico,Embalagem,REJEITADO,1,1,NCM vazio,Parado 419 dias
MAT-02872,Desinfetante PVC,Limpeza,REJEITADO,1,0,NCM vazio,
MAT-02873,Óculos Plástico,EPI,CAMINHO_1,0,0,,
MAT-02874,Filtro Cobre,Pneumático,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-02875,base Plástico,Químico,CAMINHO_1,0,0,,
MAT-02876,Lâmpada Inox,Elétrico,REJEITADO,1,0,NCM vazio,
MAT-02877,Arruela Plástico,Fixação,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Preco alto: R$1500.34 (revisar)
MAT-02878,Luva GG Alumínio,EPI,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02879,Capacete PVC,EPI,CAMINHO_1,0,0,,
MAT-02880,Fluido Aço,Lubrificante,CAMINHO_1,0,0,,
MAT-02881,Papelão Latão,Embalagem,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-02882,Arruela Aço,Fixação,CAMINHO_1,0,0,,
MAT-02883,Parafuso M6 Latão,Fixação,CAMINHO_1,0,0,,
MAT-02884,Serra Latão,Ferramentas,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02885,Bucha Aço,Mecânico,CAMINHO_2,0,1,,Parado 477 dias
MAT-02886,Balde Latão,Limpeza,CAMINHO_1,0,0,,
MAT-02887,Bucha Latão,Mecânico,REJEITADO,1,1,NCM vazio,Parado 459 dias
MAT-02888,Plástico Alumínio,Embalagem,CAMINHO_2,0,1,,Parado 684 dias
MAT-02889,Retentor Inox,Peças,CAMINHO_1,0,0,,
MAT-02890,Rolamento Cobre,Peças,CAMINHO_2,0,1,,Preco alto: R$1948.80 (revisar)
MAT-02891,Disjuntor Alumínio,Elétrico,CAMINHO_2,0,1,,Parado 697 dias
MAT-02892,Correia Cobre,Mecânico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02893,Furadeira Latão,Ferramentas,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 588 dias
MAT-02894,Cabo 16mm² Alumínio,Elétrico,CAMINHO_1,0,0,,
MAT-02895,Chave Aço,Ferramentas,REJEITADO,1,0,NCM vazio,
MAT-02896,Parafuso M10 Inox,Fixação,CAMINHO_1,0,0,,
MAT-02897,Gancho em Alumínio,Acessórios,CAMINHO_1,0,0,,
MAT-02898,Plástico Inox,Embalagem,CAMINHO_1,0,0,,
MAT-02899,Caixa Latão,Embalagem,REJEITADO,1,2,NCM vazio,Preco alto: R$1613.84 (revisar); Parado 439 dias
MAT-02900,Caneta PVC,Escritório,CAMINHO_1,0,0,,
MAT-02901,Chave PVC,Ferramentas,CAMINHO_1,0,0,,
MAT-02902,Módulo Aço,Eletrônico,CAMINHO_1,0,0,,
MAT-02903,Solvente Cobre,Químico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02904,Clipe Inox,Acessórios,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 526 dias
MAT-02905,Desinfetante Inox,Limpeza,REJEITADO,1,0,NCM vazio,
MAT-02906,Resistor Latão,Eletrônico,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 492 dias
MAT-02907,Conexão Alumínio,Pneumático,CAMINHO_1,0,0,,
MAT-02908,Abraçadeira PVC,Acessórios,CAMINHO_3,0,2,,Sem fornecedor; Preco alto: R$1971.39 (revisar)
MAT-02909,Vedação Plástico,Peças,CAMINHO_2,0,1,,Parado 456 dias
MAT-02910,Ácido Latão,Químico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02911,Plástico Plástico,Embalagem,REJEITADO,1,0,NCM vazio,
MAT-02912,Serra Latão,Ferramentas,CAMINHO_1,0,0,,
MAT-02913,Rolamento Alumínio,Peças,CAMINHO_2,0,1,,Parado 578 dias
MAT-02914,Graxa Cobre,Lubrificante,REJEITADO,2,0,NCM vazio; Preco zerado,
MAT-02915,Etiqueta em Latão,Embalagem,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02916,Filtro Aço,Pneumático,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02917,Máscara Latão,EPI,CAMINHO_2,0,1,,Parado 479 dias
MAT-02918,Catalisador PVC,Químico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02919,Graxa PVC,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-02920,Clips Cobre,Escritório,CAMINHO_2,0,1,,Sem fornecedor
MAT-02921,Solvente Inox,Químico,CAMINHO_2,0,1,,Parado 633 dias
MAT-02922,Bota Plástico,EPI,CAMINHO_2,0,1,,Parado 561 dias
MAT-02923,Balde Cobre,Limpeza,REJEITADO,1,0,NCM vazio,
MAT-02924,Válvula Aço,Hidráulico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-02925,Engrenagem Alumínio,Mecânico,CAMINHO_1,0,0,,
MAT-02926,Bucha Latão,Mecânico,CAMINHO_2,0,1,,Parado 598 dias
MAT-02927,Engrenagem Plástico,Mecânico,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-02928,LED Alumínio,Eletrônico,CAMINHO_2,0,1,,Sem estoque minimo
