codigo_material,descricao,categoria,status,dias_sem_movimento,classificacao_giro,faixa_movimento,valor_estoque,estoque_atual
MAT-00827,Caneta Inox,Escritório,Ativo,87,Médio,31-90 dias,11789.4,1604
MAT-01209,Grampeador em Plástico,Escritório,Ativo,87,Médio,31-90 dias,15580.949999999999,385
MAT-00017,Gancho Aço,Acessórios,Bloqueado,87,Médio,31-90 dias,1095961.5,1725
MAT-00584,Válvula Alumínio,Hidráulico,Inativo,87,Médio,31-90 dias,2110985.6999999997,2319
MAT-00741,Sensor PVC,Eletrônico,Ativo,87,Médio,31-90 dias,53161.9,3410
MAT-02112,Desinfetante Alumínio,Limpeza,Ativo,87,Médio,31-90 dias,131615.69999999998,3349
MAT-00895,Vassoura Aço,Limpeza,Bloqueado,87,Médio,31-90 dias,349641.8,3838
MAT-02132,vassoura Alumínio,Limpeza,Ativo,87,Médio,31-90 dias,9722.7,3510
MAT-02478,Detergente Cobre,Limpeza,Inativo,86,Médio,31-90 dias,437812.05000000005,4777
MAT-00673,Furadeira Plástico,Ferramentas,Ativo,86,Médio,31-90 dias,435.6,5
MAT-06001,RETENTOR COBRE,Peças,Ativo,85,Médio,31-90 dias,158405.74499380297,3861
MAT-01025,Retentor Cobre,Peças,Ativo,85,Médio,31-90 dias,155829.96,3861
MAT-00999,"Tubo 2"" Aço",Hidráulico,Ativo,85,Médio,31-90 dias,168572.86000000002,2918
MAT-00275,Junta Plástico,Peças,Ativo,85,Médio,31-90 dias,189419.63999999998,122
MAT-00779,Filtro PVC,Pneumático,Ativo,85,Médio,31-90 dias,1413648.6,1523
MAT-00655,Pasta Latão,Escritório,Ativo,84,Médio,31-90 dias,153029.79,2529
MAT-00533,Alicate Plástico,Ferramentas,Ativo,84,Médio,31-90 dias,2274310.88,2084
MAT-02236,Bota Cobre,EPI,Inativo,84,Médio,31-90 dias,166704.0,575
MAT-01736,Plástico PVC,Embalagem,Ativo,84,Médio,31-90 dias,0.0,2070
MAT-00747,Detergente Latão,Limpeza,Ativo,84,Médio,31-90 dias,23135.350000000002,2485
MAT-06001,BOTA COBRE,EPI,Inativo,84,Médio,31-90 dias,166858.68412549954,575
MAT-00548,Filtro Cobre,Pneumático,Ativo,84,Médio,31-90 dias,65448.63,2197
MAT-00263,Base Latão,Químico,Inativo,83,Médio,31-90 dias,32709.6,4720
MAT-01754,Correia Alumínio,Mecânico,Ativo,83,Médio,31-90 dias,5728.24,2968
MAT-00020,Cilindro Plástico,Pneumático,Ativo,82,Médio,31-90 dias,314757.3,3770
MAT-01846,Capacete PVC,EPI,Ativo,82,Médio,31-90 dias,2247994.58,2561
MAT-02153,Conexão em Cobre,Pneumático,Ativo,82,Médio,31-90 dias,4406553.0,3123
MAT-02461,Fita em Cobre,Embalagem,Ativo,82,Médio,31-90 dias,14273.8,4922
MAT-01835,Retentor Inox,Peças,Ativo,82,Médio,31-90 dias,183061.2,2590
MAT-01964,Grampeador Plástico,Escritório,Inativo,82,Médio,31-90 dias,11050.0,2210
MAT-02569,"Cabo 2,5mm² Latão",Elétrico,Inativo,81,Médio,31-90 dias,0.0,3625
MAT-00768,Caixa Cobre,Embalagem,Ativo,81,Médio,31-90 dias,3193.0,515
MAT-02918,Catalisador PVC,Químico,Bloqueado,81,Médio,31-90 dias,5679.87,4773
MAT-02482,Reagente Cobre,Químico,Ativo,80,Médio,31-90 dias,9562.89,1083
MAT-02227,Correia Plástico,Mecânico,Ativo,79,Médio,31-90 dias,1759829.04,2581
MAT-02407,Fita Plástico,Embalagem,Ativo,79,Médio,31-90 dias,16074.01,4111
MAT-06001,Correia Plástico,Mecânico,Ativo,79,Médio,31-90 dias,1679469.6723586721,2581
MAT-02492,Prego PVC,Fixação,Ativo,79,Médio,31-90 dias,29229.550000000003,3631
MAT-06001,Prego PVC,Fixação,Ativo,79,Médio,31-90 dias,28859.90605929982,3631
MAT-01528,bucha Alumínio,Mecânico,Ativo,78,Médio,31-90 dias,0.0,2893
MAT-02574,Vassoura Inox,Limpeza,Ativo,78,Médio,31-90 dias,116181.76000000001,2224
MAT-06001,BUCHA ALUMÍNIO,Mecânico,Ativo,78,Médio,31-90 dias,2943.2109225645795,2893
MAT-00765,Máscara Inox,EPI,Ativo,78,Médio,31-90 dias,6793.280000000001,1846
MAT-02660,Bucha Aço,Mecânico,Ativo,77,Médio,31-90 dias,6886.200000000001,1996
MAT-00906,Tomada Alumínio,Elétrico,Ativo,77,Médio,31-90 dias,43516.5,1299
MAT-06001,DESINFETANTE INOX,Limpeza,Ativo,77,Médio,31-90 dias,4298.8766153888355,1716
MAT-02205,Tomada Plástico,Elétrico,Ativo,77,Médio,31-90 dias,364264.26999999996,4097
MAT-02905,Desinfetante Inox,Limpeza,Ativo,77,Médio,31-90 dias,4392.96,1716
MAT-01448,Catalisador Inox,Químico,Ativo,76,Médio,31-90 dias,62956.98,999
MAT-02290,Tomada Alumínio,Elétrico,Ativo,76,Médio,31-90 dias,32161.69,3701
MAT-01620,Alicate Plástico,Ferramentas,Inativo,75,Médio,31-90 dias,0.0,1966
MAT-02366,Abraçadeira Aço,Acessórios,Ativo,75,Médio,31-90 dias,1496755.59,2231
MAT-01276,LED PVC,Eletrônico,Ativo,75,Médio,31-90 dias,6476358.9,3291
MAT-01858,Fita Inox,Embalagem,Ativo,75,Médio,31-90 dias,4223.25,1877
MAT-02908,Abraçadeira PVC,Acessórios,Ativo,75,Médio,31-90 dias,8981652.84,4556
MAT-01289,Rebite Aço,Fixação,Ativo,74,Médio,31-90 dias,3183699.66,2022
MAT-01467,Retentor PVC,Peças,Bloqueado,74,Médio,31-90 dias,39860.479999999996,4768
MAT-00676,Rolamento Alumínio,Mecânico,Ativo,74,Médio,31-90 dias,8283928.8,4728
MAT-00600,Papel PVC,Escritório,Inativo,74,Médio,31-90 dias,3909.2999999999997,498
MAT-01872,Capacitor Cobre,Eletrônico,Bloqueado,73,Médio,31-90 dias,216.72,56
MAT-01828,Lâmpada Inox,Elétrico,Inativo,73,Médio,31-90 dias,99128.48,373
MAT-00348,Base Inox,Químico,Ativo,73,Médio,31-90 dias,2591214.48,1753
MAT-02013,Óleo Cobre,Lubrificante,Inativo,73,Médio,31-90 dias,5269.2300000000005,1383
MAT-00298,Válvula PVC,Hidráulico,Ativo,73,Médio,31-90 dias,26423.399999999998,2820
MAT-01689,Máscara Inox,EPI,Inativo,73,Médio,31-90 dias,876568.7999999999,1227
MAT-01826,Furadeira Cobre,Ferramentas,Ativo,73,Médio,31-90 dias,155125.09999999998,1781
MAT-02555,Chave Latão,Ferramentas,Ativo,72,Médio,31-90 dias,2310098.56,1232
MAT-00781,LED Alumínio,Eletrônico,Ativo,72,Médio,31-90 dias,729.3000000000001,1105
MAT-06001,FITA ALUMÍNIO,Embalagem,Ativo,72,Médio,31-90 dias,1249861.1758571651,2460
MAT-02694,Prego Cobre,Fixação,Ativo,72,Médio,31-90 dias,15647.82,3174
MAT-00763,Fita Alumínio,Embalagem,Ativo,72,Médio,31-90 dias,1192239.0,2460
MAT-02108,Pano Plástico,Limpeza,Ativo,72,Médio,31-90 dias,16992.45,1845
MAT-06001,CHAVE LATÃO,Ferramentas,Ativo,72,Médio,31-90 dias,2278206.1652134447,1232
MAT-02399,Ácido Aço,Químico,Bloqueado,72,Médio,31-90 dias,35784.04,1646
MAT-00068,Rebite Alumínio,Fixação,Ativo,72,Médio,31-90 dias,16116.1,2093
MAT-02030,Máscara Inox,EPI,Ativo,71,Médio,31-90 dias,4752498.149999999,4605
MAT-01306,Porca M10 Latão,Fixação,Ativo,71,Médio,31-90 dias,18024.16,1862
MAT-00945,Reagente Alumínio,Químico,Ativo,71,Médio,31-90 dias,707.39,127
MAT-00621,Base Aço,Químico,Ativo,71,Médio,31-90 dias,947837.04,2584
MAT-01685,Vassoura Cobre,Limpeza,Bloqueado,70,Médio,31-90 dias,36.55,85
MAT-01273,Alicate Inox,Ferramentas,Ativo,70,Médio,31-90 dias,8085.219999999999,121
MAT-00586,Serra Alumínio,Ferramentas,Bloqueado,69,Médio,31-90 dias,5401.92,993
MAT-00575,Plástico Aço,Embalagem,Ativo,69,Médio,31-90 dias,4496.04,3258
MAT-00388,Óculos Cobre,EPI,Bloqueado,69,Médio,31-90 dias,3644060.8,2840
MAT-00137,Sensor Aço,Eletrônico,Bloqueado,69,Médio,31-90 dias,31442.699999999997,4890
MAT-00967,Eixo Alumínio,Mecânico,Ativo,69,Médio,31-90 dias,77163.38,1687
MAT-02539,Graxa Inox,Lubrificante,Bloqueado,69,Médio,31-90 dias,28624.83,3863
MAT-01630,Grampeador Latão,Escritório,Ativo,68,Médio,31-90 dias,23705.16,2812
MAT-02884,Serra Latão,Ferramentas,Bloqueado,68,Médio,31-90 dias,18981.3,4030
MAT-02695,Balde Alumínio,Limpeza,Inativo,68,Médio,31-90 dias,42850.0,5000
MAT-00297,Interruptor Aço,Elétrico,Ativo,68,Médio,31-90 dias,34229.15,503
MAT-01728,Etiqueta Aço,Embalagem,Bloqueado,68,Médio,31-90 dias,1912.3200000000002,192
MAT-00978,Fita Alumínio,Embalagem,Ativo,68,Médio,31-90 dias,12749.99,3739
MAT-02616,Clips Cobre,Escritório,Ativo,68,Médio,31-90 dias,5069190.6,2966
MAT-02810,Rebite Cobre,Fixação,Ativo,66,Médio,31-90 dias,1305304.0,1300
MAT-02830,Catalisador Aço,Químico,Ativo,65,Médio,31-90 dias,24072.600000000002,3785
MAT-00488,Fluido Cobre,Lubrificante,Ativo,64,Médio,31-90 dias,332089.07,173
MAT-01792,serra Plástico,Ferramentas,Inativo,64,Médio,31-90 dias,1654678.41,861
MAT-01232,Chave Inox,Ferramentas,Ativo,64,Médio,31-90 dias,717.36,854
MAT-02160,Rolamento Alumínio,Peças,Bloqueado,64,Médio,31-90 dias,12788.23,3887
MAT-00521,Parafuso M12 Latão,Fixação,Ativo,63,Médio,31-90 dias,768415.62,3318
MAT-02996,Vedação Latão,Peças,Ativo,62,Médio,31-90 dias,265388.92,346
MAT-02657,Caneta Plástico,Escritório,Ativo,62,Médio,31-90 dias,7166.86,1819
MAT-01250,Solvente Cobre,Químico,Ativo,62,Médio,31-90 dias,185895.0,4860
MAT-01577,Base Plástico,Químico,Ativo,62,Médio,31-90 dias,12171.25,1625
MAT-06001,Caneta Plástico,Escritório,Ativo,62,Médio,31-90 dias,7270.786611972193,1819
MAT-01647,Rolamento Plástico,Peças,Ativo,61,Médio,31-90 dias,3762851.2,4976
MAT-00051,Spray PVC,Lubrificante,Ativo,61,Médio,31-90 dias,69443.0,1475
MAT-02197,Fita Alumínio,Embalagem,Ativo,61,Médio,31-90 dias,196417.98,2307
MAT-02828,Desinfetante Cobre,Limpeza,Ativo,61,Médio,31-90 dias,135514.08,4953
MAT-00139,Fita Inox,Embalagem,Bloqueado,61,Médio,31-90 dias,676.26,78
MAT-00552,Anel PVC,Peças,Ativo,60,Médio,31-90 dias,24660.72,3528
MAT-02577,Gancho PVC,Acessórios,Ativo,60,Médio,31-90 dias,15094.17,1729
MAT-00158,Bota Plástico,EPI,Ativo,60,Médio,31-90 dias,1933.92,1896
MAT-02062,Parafuso M16 Cobre,Fixação,Inativo,60,Médio,31-90 dias,668755.67,2309
MAT-02802,Conexão PVC,Hidráulico,Ativo,60,Médio,31-90 dias,4780.599999999999,583
MAT-01838,Óleo Latão,Lubrificante,Ativo,60,Médio,31-90 dias,3797719.24,4028
MAT-01942,Cabo 10mm² Latão,Elétrico,Ativo,60,Médio,31-90 dias,30257.28,3708
MAT-02705,Solvente Inox,Químico,Bloqueado,60,Médio,31-90 dias,4114731.3000000003,2747
MAT-00573,Suporte Latão,Acessórios,Ativo,60,Médio,31-90 dias,1275.76,148
MAT-00664,Papel Alumínio,Escritório,Inativo,59,Médio,31-90 dias,772316.7000000001,718
MAT-01734,Óleo Latão,Lubrificante,Inativo,58,Médio,31-90 dias,127751.0,3100
MAT-02738,conexão Alumínio,Hidráulico,Ativo,57,Médio,31-90 dias,55.08,108
MAT-02769,Sensor PVC,Eletrônico,Ativo,57,Médio,31-90 dias,2241045.0300000003,3647
MAT-02266,Alicate Inox,Ferramentas,Ativo,57,Médio,31-90 dias,0.0,215
MAT-00917,Etiqueta Plástico,Embalagem,Ativo,56,Médio,31-90 dias,3868.6,3364
MAT-01178,Etiqueta Plástico,Embalagem,Ativo,56,Médio,31-90 dias,28758.219999999998,4126
MAT-06001,Serra Alumínio,Ferramentas,Ativo,55,Médio,31-90 dias,525905.8032301062,1470
MAT-01158,Pano Cobre,Limpeza,Ativo,55,Médio,31-90 dias,1239359.66,4466
MAT-06001,PANO COBRE,Limpeza,Ativo,55,Médio,31-90 dias,1213751.170671874,4466
MAT-01953,Serra Alumínio,Ferramentas,Ativo,55,Médio,31-90 dias,548971.5,1470
MAT-00686,Alicate Alumínio,Ferramentas,Ativo,54,Médio,31-90 dias,2350.46,326
MAT-02367,Anel Plástico,Peças,Ativo,54,Médio,31-90 dias,0.0,2692
MAT-02699,Papelão Aço,Embalagem,Ativo,54,Médio,31-90 dias,2848.2,1410
MAT-06001,ANEL PLÁSTICO,Peças,Ativo,54,Médio,31-90 dias,6086.273381407063,2692
MAT-06001,ÓCULOS PVC,EPI,Ativo,54,Médio,31-90 dias,3306024.2624099622,3704
MAT-00161,Óculos PVC,EPI,Ativo,54,Médio,31-90 dias,3216368.4,3704
MAT-02054,Conexão Latão,Hidráulico,Inativo,54,Médio,31-90 dias,44943.18,4526
MAT-01909,Plástico Plástico,Embalagem,Ativo,54,Médio,31-90 dias,115053.38,3526
MAT-02318,Etiqueta Inox,Embalagem,Ativo,54,Médio,31-90 dias,1945.7500000000002,215
MAT-00379,Válvula PVC,Hidráulico,Ativo,53,Médio,31-90 dias,4593.48,758
MAT-02693,Pasta PVC,Lubrificante,Ativo,53,Médio,31-90 dias,157061.22,114
MAT-02246,capacitor Aço,Eletrônico,Ativo,52,Médio,31-90 dias,9133.52,1067
MAT-01836,Graxa Plástico,Lubrificante,Ativo,51,Médio,31-90 dias,3985672.93,2837
MAT-00975,Clips Latão,Escritório,Ativo,51,Médio,31-90 dias,964.8,3216
MAT-00806,Graxa Aço,Lubrificante,Ativo,51,Médio,31-90 dias,6811096.600000001,4379
MAT-00228,Óleo PVC,Lubrificante,Ativo,50,Médio,31-90 dias,1566.5800000000002,58
MAT-00964,Plástico Latão,Embalagem,Inativo,50,Médio,31-90 dias,4215.12,579
MAT-01770,Clipe Inox,Acessórios,Ativo,50,Médio,31-90 dias,88790.32999999999,1117
MAT-01169,Pano Plástico,Limpeza,Ativo,50,Médio,31-90 dias,170238.41999999998,4191
MAT-00923,Clips Plástico,Escritório,Ativo,50,Médio,31-90 dias,17154.57,4479
MAT-01610,Conexão PVC,Pneumático,Bloqueado,50,Médio,31-90 dias,284194.7,3001
MAT-06001,ARRUELA PVC,Fixação,Ativo,49,Médio,31-90 dias,4853305.447154628,3834
MAT-06001,GRAXA PLÁSTICO,Lubrificante,Inativo,49,Médio,31-90 dias,403881.5740969902,4189
MAT-00934,Rebite PVC,Fixação,Bloqueado,49,Médio,31-90 dias,352710.18,4014
MAT-01941,Graxa Plástico,Lubrificante,Inativo,49,Médio,31-90 dias,417014.95,4189
MAT-00693,Base Latão,Químico,Ativo,49,Médio,31-90 dias,4611.53,791
MAT-01892,Arruela PVC,Fixação,Ativo,49,Médio,31-90 dias,4897935.0,3834
MAT-02356,Sensor Alumínio,Eletrônico,Ativo,48,Médio,31-90 dias,3422533.9999999995,2740
MAT-01636,Máscara PVC,EPI,Ativo,47,Médio,31-90 dias,5173806.96,3006
MAT-06001,Papel PVC,Escritório,Bloqueado,47,Médio,31-90 dias,1675676.2075825597,3097
MAT-02953,Martelo Cobre,Ferramentas,Bloqueado,47,Médio,31-90 dias,92355.48,1206
MAT-01300,Papel PVC,Escritório,Bloqueado,47,Médio,31-90 dias,1618863.84,3097
MAT-01444,catalisador Plástico,Químico,Bloqueado,46,Médio,31-90 dias,18744.2,1490
MAT-00321,Conexão Cobre,Hidráulico,Ativo,46,Médio,31-90 dias,8606.14,353
MAT-01680,Porca M16 Aço,Fixação,Inativo,46,Médio,31-90 dias,5288.0,661
MAT-06001,Chave PVC,Ferramentas,Ativo,46,Médio,31-90 dias,113863.68943767376,1992
MAT-00519,Anel Plástico,Peças,Inativo,46,Médio,31-90 dias,228617.28,4383
MAT-00762,Chave PVC,Ferramentas,Ativo,46,Médio,31-90 dias,110834.88,1992
MAT-01814,Válvula Plástico,Hidráulico,Ativo,45,Médio,31-90 dias,17147.280000000002,1931
MAT-02563,Bota Latão,EPI,Ativo,44,Médio,31-90 dias,18516.469999999998,3187
MAT-02036,Arruela Plástico,Fixação,Ativo,44,Médio,31-90 dias,268738.10000000003,815
MAT-01615,Abraçadeira Inox,Acessórios,Ativo,44,Médio,31-90 dias,166945.55,4057
MAT-01433,Anel Aço,Peças,Ativo,44,Médio,31-90 dias,15674.5,1363
MAT-00327,Caneta Cobre,Escritório,Bloqueado,43,Médio,31-90 dias,5323.150000000001,1135
MAT-01338,LED PVC,Eletrônico,Ativo,43,Médio,31-90 dias,15416.560000000001,3602
MAT-02219,Presilha PVC,Acessórios,Ativo,43,Médio,31-90 dias,2844.02,43
MAT-00900,Correia Cobre,Mecânico,Ativo,43,Médio,31-90 dias,6587145.09,3771
MAT-00538,Máscara Latão,EPI,Bloqueado,42,Médio,31-90 dias,23172.5,3565
MAT-00057,Arruela Plástico,Fixação,Bloqueado,42,Médio,31-90 dias,4256496.0,4425
MAT-02568,mangueira Latão,Pneumático,Bloqueado,42,Médio,31-90 dias,5802.9,4002
MAT-01637,Alicate Plástico,Ferramentas,Ativo,41,Médio,31-90 dias,25795.0,1675
MAT-01841,Clips Latão,Escritório,Bloqueado,41,Médio,31-90 dias,3002.81,467
MAT-02177,Caneta Latão,Escritório,Inativo,41,Médio,31-90 dias,3753997.1999999997,3865
MAT-00187,Etiqueta Aço,Embalagem,Ativo,41,Médio,31-90 dias,5174.650000000001,1235
MAT-06001,Clips Latão,Escritório,Bloqueado,41,Médio,31-90 dias,2878.0263417503093,467
MAT-01898,Pano Inox,Limpeza,Ativo,41,Médio,31-90 dias,5768.700000000001,1230
MAT-01449,Presilha Plástico,Acessórios,Inativo,40,Médio,31-90 dias,0.0,1810
MAT-01908,Pano Latão,Limpeza,Bloqueado,40,Médio,31-90 dias,24549.600000000002,3088
MAT-06001,Papelão Alumínio,Embalagem,Ativo,40,Médio,31-90 dias,0.0,4349
MAT-02458,"Tubo 1/2"" Alumínio",Hidráulico,Ativo,40,Médio,31-90 dias,1615.38,247
MAT-00118,Suporte Cobre,Acessórios,Bloqueado,40,Médio,31-90 dias,11708.25,1675
MAT-01746,Papelão Alumínio,Embalagem,Ativo,40,Médio,31-90 dias,13394.92,4349
MAT-01593,Conexão Alumínio,Pneumático,Ativo,40,Médio,31-90 dias,28475.429999999997,3039
MAT-01156,correia Cobre,Mecânico,Ativo,40,Médio,31-90 dias,17059.68,216
MAT-01570,Fluido PVC,Lubrificante,Bloqueado,40,Médio,31-90 dias,815634.2999999999,3679
MAT-06001,CONEXÃO ALUMÍNIO,Pneumático,Ativo,40,Médio,31-90 dias,29637.36566113169,3039
MAT-00260,Lâmpada Plástico,Elétrico,Inativo,39,Médio,31-90 dias,17431.44,2886
MAT-00888,Lâmpada Cobre,Elétrico,Ativo,39,Médio,31-90 dias,54417.9,570
MAT-01937,Resistor Aço,Eletrônico,Ativo,39,Médio,31-90 dias,60577.44,616
MAT-02162,Detergente Plástico,Limpeza,Ativo,39,Médio,31-90 dias,292524.6,4580
MAT-01350,Graxa Aço,Lubrificante,Ativo,39,Médio,31-90 dias,4219535.84,3088
MAT-01823,Base em Alumínio,Químico,Ativo,39,Médio,31-90 dias,6270.4800000000005,2903
MAT-01669,Interruptor Latão,Elétrico,Inativo,38,Médio,31-90 dias,37531.3,4217
MAT-02499,Plástico PVC,Embalagem,Bloqueado,38,Médio,31-90 dias,5987.8,1645
MAT-01018,Base Latão,Químico,Inativo,38,Médio,31-90 dias,75478.39,1807
MAT-02902,Módulo Aço,Eletrônico,Ativo,38,Médio,31-90 dias,87854.0,1240
MAT-01343,Ácido Inox,Químico,Bloqueado,38,Médio,31-90 dias,38143.04,424
MAT-02892,Correia Cobre,Mecânico,Bloqueado,38,Médio,31-90 dias,88839.18000000001,2511
MAT-06001,Base Latão,Químico,Inativo,38,Médio,31-90 dias,72142.38009352503,1807
MAT-00468,Presilha Cobre,Acessórios,Ativo,37,Médio,31-90 dias,15257.279999999999,2764
MAT-02621,Capacitor Aço,Eletrônico,Ativo,37,Médio,31-90 dias,197286.11000000002,3143
MAT-02193,Lâmpada PVC,Elétrico,Ativo,37,Médio,31-90 dias,21184.24,2926
MAT-01497,Grampeador Alumínio,Escritório,Ativo,37,Médio,31-90 dias,39046.520000000004,1577
MAT-06001,GRAMPEADOR ALUMÍNIO,Escritório,Ativo,37,Médio,31-90 dias,39335.06336839234,1577
MAT-00130,Cabo 6mm² Plástico,Elétrico,Ativo,37,Médio,31-90 dias,9213.119999999999,2742
MAT-00196,Papel Inox,Escritório,Ativo,36,Médio,31-90 dias,7182.540000000001,849
MAT-06001,Papel Inox,Escritório,Ativo,36,Médio,31-90 dias,6919.490603510736,849
MAT-00504,Chave PVC,Ferramentas,Ativo,36,Médio,31-90 dias,1286891.14,694
MAT-02688,Solvente Alumínio,Químico,Ativo,36,Médio,31-90 dias,5768.500000000001,1390
MAT-01220,Detergente Cobre,Limpeza,Ativo,36,Médio,31-90 dias,2957.4,795
MAT-02316,Porca M6 Plástico,Fixação,Ativo,35,Médio,31-90 dias,8381.36,104
MAT-06001,CORREIA COBRE,Mecânico,Ativo,35,Médio,31-90 dias,18495.91857515842,1866
MAT-00955,LED Latão,Eletrônico,Ativo,35,Médio,31-90 dias,400870.8,4664
MAT-01911,Correia Cobre,Mecânico,Ativo,35,Médio,31-90 dias,18193.5,1866
MAT-01324,Grampeador Latão,Escritório,Ativo,35,Médio,31-90 dias,96837.76,3646
MAT-00617,Vassoura Alumínio,Limpeza,Ativo,35,Médio,31-90 dias,6814688.720000001,4469
MAT-01016,Registro Cobre,Hidráulico,Ativo,35,Médio,31-90 dias,126004.34000000001,374
MAT-02634,Papelão em Cobre,Embalagem,Ativo,35,Médio,31-90 dias,1627.12,946
MAT-00511,interruptor Alumínio,Elétrico,Ativo,35,Médio,31-90 dias,48370.56,4956
MAT-00212,Caneta Aço,Escritório,Ativo,34,Médio,31-90 dias,348709.86,1458
MAT-01128,Etiqueta Inox,Embalagem,Ativo,34,Médio,31-90 dias,8108087.52,4584
MAT-01807,Correia Alumínio,Mecânico,Ativo,34,Médio,31-90 dias,3508827.36,2928
MAT-01563,Anel PVC,Peças,Inativo,34,Médio,31-90 dias,11334.26,4261
MAT-01625,Caneta Latão,Escritório,Inativo,34,Médio,31-90 dias,6393.52,1372
MAT-01867,gancho Plástico,Acessórios,Inativo,33,Médio,31-90 dias,66390.2,2423
MAT-06001,GANCHO PLÁSTICO,Acessórios,Inativo,33,Médio,31-90 dias,68792.38438351055,2423
MAT-01428,Etiqueta Cobre,Embalagem,Inativo,33,Médio,31-90 dias,17446.18,2962
MAT-00632,Furadeira Alumínio,Ferramentas,Inativo,33,Médio,31-90 dias,3579673.6799999997,4834
MAT-02044,Pasta Alumínio,Escritório,Ativo,33,Médio,31-90 dias,8963.66,3529
MAT-01307,Presilha Alumínio,Acessórios,Ativo,32,Médio,31-90 dias,15712.970000000001,2821
MAT-00182,Conexão Aço,Pneumático,Bloqueado,32,Médio,31-90 dias,11021.43,1693
MAT-00105,Presilha Latão,Acessórios,Ativo,32,Médio,31-90 dias,16353.740000000002,4058
MAT-06001,Rolamento Plástico,Peças,Ativo,32,Médio,31-90 dias,471648.6751562303,4809
MAT-00534,Suporte PVC,Acessórios,Inativo,32,Médio,31-90 dias,40165.020000000004,753
MAT-02244,Capacete Plástico,EPI,Ativo,32,Médio,31-90 dias,39598.32,4748
MAT-02425,Sensor Cobre,Eletrônico,Ativo,32,Médio,31-90 dias,208875.25,4175
MAT-01490,Rolamento Plástico,Peças,Ativo,32,Médio,31-90 dias,461086.92,4809
MAT-02126,Correia Plástico,Mecânico,Ativo,32,Médio,31-90 dias,12879.0,4050
MAT-01914,fita Inox,Embalagem,Bloqueado,31,Médio,31-90 dias,2522796.78,1498
MAT-00200,Anel Latão,Peças,Ativo,30,Médio,31-90 dias,17975.04,2976
MAT-01470,Fita Alumínio,Embalagem,Inativo,30,Médio,31-90 dias,248426.1,255
MAT-02784,Lâmpada Plástico,Elétrico,Ativo,29,Alto,0-30 dias,7884.800000000001,880
MAT-02739,filtro Cobre,Pneumático,Ativo,29,Alto,0-30 dias,32664.600000000002,4734
MAT-00014,Solvente Aço,Químico,Ativo,29,Alto,0-30 dias,2492.4,465
MAT-01553,Mangueira Inox,Hidráulico,Ativo,29,Alto,0-30 dias,8843.66,1267
MAT-02986,Conexão Plástico,Hidráulico,Ativo,29,Alto,0-30 dias,18975.23,3587
MAT-01874,Rebite PVC,Fixação,Ativo,29,Alto,0-30 dias,15993.029999999999,2027
MAT-00980,clipe Inox,Acessórios,Ativo,29,Alto,0-30 dias,1000664.16,1327
MAT-06001,Conexão Plástico,Hidráulico,Ativo,29,Alto,0-30 dias,19014.91858783117,3587
MAT-00058,Plástico Aço,Embalagem,Ativo,28,Alto,0-30 dias,28733.64,2938
MAT-02746,Abraçadeira PVC,Acessórios,Ativo,28,Alto,0-30 dias,1386243.3,4758
MAT-01555,Plástico Plástico,Embalagem,Ativo,28,Alto,0-30 dias,1450.8,1116
MAT-01368,LED PVC,Eletrônico,Ativo,28,Alto,0-30 dias,601.4399999999999,1432
MAT-00644,Ácido Plástico,Químico,Bloqueado,28,Alto,0-30 dias,9201.609999999999,253
MAT-02497,Fluido Cobre,Lubrificante,Bloqueado,27,Alto,0-30 dias,28280.0,3535
MAT-01929,Capacitor Aço,Eletrônico,Ativo,27,Alto,0-30 dias,9687.6,1495
MAT-02837,Resistor em Latão,Eletrônico,Ativo,27,Alto,0-30 dias,128339.69,3131
MAT-06001,CAPACITOR AÇO,Eletrônico,Ativo,27,Alto,0-30 dias,10132.600329553867,1495
MAT-06001,Fluido Cobre,Lubrificante,Bloqueado,27,Alto,0-30 dias,28867.117159320514,3535
MAT-02768,Rolamento Plástico,Mecânico,Ativo,27,Alto,0-30 dias,1750319.97,2949
MAT-00446,Filtro PVC,Pneumático,Bloqueado,27,Alto,0-30 dias,10586.24,1088
MAT-00730,Capacete Alumínio,EPI,Ativo,26,Alto,0-30 dias,237004.4,2657
MAT-02912,Serra Latão,Ferramentas,Ativo,26,Alto,0-30 dias,5190017.53,4787
MAT-00896,"Cabo 2,5mm² em Latão",Elétrico,Bloqueado,26,Alto,0-30 dias,3236.76,444
MAT-06001,"Cabo 2,5mm² em Latão",Elétrico,Bloqueado,26,Alto,0-30 dias,3211.6324917916018,444
MAT-00583,Detergente Alumínio,Limpeza,Ativo,26,Alto,0-30 dias,20911.36,2108
MAT-02078,Sensor Cobre,Eletrônico,Ativo,25,Alto,0-30 dias,19813.41,3609
MAT-06001,ENGRENAGEM INOX,Mecânico,Ativo,25,Alto,0-30 dias,17888.410313831282,2308
MAT-01540,Engrenagem Inox,Mecânico,Ativo,25,Alto,0-30 dias,18740.96,2308
MAT-00711,Capacete Alumínio,EPI,Ativo,25,Alto,0-30 dias,949371.25,4243
MAT-06001,SPRAY COBRE,Lubrificante,Bloqueado,24,Alto,0-30 dias,82635.67438002372,3916
MAT-01822,Disjuntor Alumínio,Elétrico,Ativo,24,Alto,0-30 dias,7690.55,2107
MAT-02985,Spray Cobre,Lubrificante,Bloqueado,24,Alto,0-30 dias,85407.95999999999,3916
