codigo_material,descricao,categoria,estoque_sistema,estoque_fisico,divergencia_qtd,divergencia_perc,divergencia_valor,score_acuracidade,classe_acuracidade,valor_estoque,valor_estoque_fisico
MAT-00173,Parafuso M16 PVC,Fixação,2390,2406,16,0.67,6793.28,99.33,A,1014746.2,1021539.48
MAT-01510,Gancho Latão,Acessórios,2537,2554,17,0.67,20.4,99.33,A,3044.4,3064.7999999999997
MAT-00691,Sensor Latão,Eletrônico,1793,1781,-12,-0.67,-6317.88,99.33,A,943996.5700000001,937678.6900000001
MAT-00482,Catalisador Plástico,Químico,4167,4139,-28,-0.67,-120.39999999999999,99.33,A,17918.1,17797.7
MAT-01718,Válvula Aço,Pneumático,2968,2948,-20,-0.67,-6654.400000000001,99.33,A,987512.9600000001,980858.56
MAT-02977,Correia Latão,Mecânico,1929,1942,13,0.67,20657.39,99.33,A,3065238.87,3085896.26
MAT-02729,Válvula Inox,Hidráulico,2099,2085,-14,-0.67,-12690.86,99.33,A,1902722.51,1890031.65
MAT-01708,Alicate Inox,Ferramentas,3197,3218,21,0.66,855.5400000000001,99.34,A,130245.78000000001,131101.32
MAT-01050,Anel Latão,Peças,1669,1658,-11,-0.66,-97.24,99.34,A,14753.96,14656.72
MAT-01605,Válvula Aço,Hidráulico,4557,4587,30,0.66,0.0,99.34,A,0.0,0.0
MAT-02563,Bota Latão,EPI,3187,3208,21,0.66,122.00999999999999,99.34,A,18516.469999999998,18638.48
MAT-06001,Caixa Aço,Embalagem,2865,2846,-19,-0.66,-180.4996388831744,99.34,A,27217.44554738393,27036.945908500755
MAT-06001,Serra Latão,Ferramentas,4233,4205,-28,-0.66,-219.50751511572147,99.34,A,33184.83255303032,32965.3250379146
MAT-00791,Caixa Alumínio,Embalagem,1831,1819,-12,-0.66,-4573.799999999999,99.34,A,697885.6499999999,693311.85
MAT-00922,Resistor Plástico,Eletrônico,4531,4561,30,0.66,19194.600000000002,99.34,A,2899024.4200000004,2918219.02
MAT-00397,Óculos Alumínio,EPI,4423,4452,29,0.66,51956.689999999995,99.34,A,7924291.029999999,7976247.72
MAT-00458,Papel Latão,Escritório,2267,2252,-15,-0.66,-660.0,99.34,A,99748.0,99088.0
MAT-06001,Mangueira Aço,Pneumático,1824,1812,-12,-0.66,-3507.920926847658,99.34,A,533203.9808808439,529696.0599539963
MAT-00097,Reagente PVC,Químico,602,606,4,0.66,4604.48,99.34,A,692974.24,697578.72
MAT-02326,Suporte Cobre,Acessórios,4246,4218,-28,-0.66,-26651.24,99.34,A,4041470.18,4014818.94
MAT-00894,Ácido Inox,Químico,2724,2742,18,0.66,211.68,99.34,A,32034.239999999998,32245.92
MAT-00357,Suporte Latão,Acessórios,306,304,-2,-0.65,-2245.98,99.35,A,343634.94,341388.96
MAT-02724,Tomada Alumínio,Elétrico,927,933,6,0.65,26.04,99.35,A,4023.18,4049.22
MAT-00114,Detergente Inox,Limpeza,462,459,-3,-0.65,-175.74,99.35,A,27063.96,26888.219999999998
MAT-02423,Presilha Inox,Acessórios,1533,1523,-10,-0.65,-77.69999999999999,99.35,A,11911.41,11833.71
MAT-00753,Capacete Alumínio,EPI,1686,1675,-11,-0.65,-63.580000000000005,99.35,A,9745.08,9681.5
MAT-00409,Retentor Inox,Peças,2008,1995,-13,-0.65,-1282.8400000000001,99.35,A,198149.44,196866.6
MAT-01568,Rolamento Aço,Peças,1681,1692,11,0.65,951.61,99.35,A,145423.31,146374.92
MAT-01931,Óculos Inox,EPI,3218,3239,21,0.65,50.4,99.35,A,7723.2,7773.599999999999
MAT-01840,Conexão PVC,Hidráulico,1836,1824,-12,-0.65,-79.56,99.35,A,12172.68,12093.119999999999
MAT-01159,Papelão Plástico,Embalagem,1393,1384,-9,-0.65,-79.38,99.35,A,12286.26,12206.880000000001
MAT-02343,Capacitor Plástico,Eletrônico,4633,4603,-30,-0.65,-1761.6,99.35,A,272049.76,270288.16
MAT-01981,Catalisador PVC,Químico,1706,1695,-11,-0.64,-16.5,99.36,A,2559.0,2542.5
MAT-01985,Conexão Aço,Hidráulico,2799,2781,-18,-0.64,-134.1,99.36,A,20852.55,20718.45
MAT-02130,Mangueira Cobre,Pneumático,1407,1398,-9,-0.64,-76.05,99.36,A,11889.15,11813.099999999999
MAT-01889,Chave em Alumínio,Ferramentas,2496,2512,16,0.64,62.24,99.36,A,9709.44,9771.68
MAT-02233,Clipe Alumínio,Acessórios,3268,3247,-21,-0.64,-1881.18,99.36,A,292747.44,290866.26
MAT-01958,Reagente em Aço,Químico,3461,3439,-22,-0.64,-1804.66,99.36,A,283905.83,282101.17
MAT-01502,Vassoura Inox,Limpeza,624,628,4,0.64,337.48,99.36,A,52646.880000000005,52984.36
MAT-00402,Conexão Aço,Pneumático,2499,2515,16,0.64,68.48,99.36,A,10695.720000000001,10764.2
MAT-06001,REBITE EM PVC,Fixação,4081,4107,26,0.64,52.68778814207654,99.36,A,8269.956284915937,8322.644073058014
MAT-00532,Anel Plástico,Peças,625,621,-4,-0.64,-7690.04,99.36,A,1201568.75,1193878.71
MAT-01536,Luva P Aço,EPI,2516,2532,16,0.64,386.56,99.36,A,60786.56,61173.12
MAT-06001,FILTRO PLÁSTICO,Pneumático,1714,1725,11,0.64,0.0,99.36,A,0.0,0.0
MAT-02178,Filtro Alumínio,Pneumático,4442,4470,28,0.63,1057.0,99.37,A,167685.5,168742.5
MAT-00246,Junta Plástico,Peças,1106,1113,7,0.63,38.71,99.37,A,6116.18,6154.89
MAT-00271,Fita Aço,Embalagem,4106,4132,26,0.63,967.46,99.37,A,152784.26,153751.72
MAT-02121,Filtro PVC,Pneumático,2399,2384,-15,-0.63,-87.75,99.37,A,14034.15,13946.4
MAT-02649,Mangueira PVC,Pneumático,3950,3975,25,0.63,15411.250000000002,99.37,A,2434977.5,2450388.75
MAT-00399,Serra Alumínio,Ferramentas,3487,3509,22,0.63,510.18,99.37,A,80863.53,81373.71
MAT-01563,Anel PVC,Peças,4261,4288,27,0.63,71.82000000000001,99.37,A,11334.26,11406.08
MAT-02608,Rolamento Latão,Peças,3502,3524,22,0.63,167.85999999999999,99.37,A,26720.26,26888.12
MAT-01555,Plástico Plástico,Embalagem,1116,1123,7,0.63,9.1,99.37,A,1450.8,1459.9
MAT-02269,Resistor PVC,Eletrônico,632,636,4,0.63,382.44,99.37,A,60425.52,60807.96
MAT-06001,ROLAMENTO ALUMÍNIO,Peças,1264,1272,8,0.63,32.28193890612082,99.37,A,5100.54634716709,5132.828286073211
MAT-00412,Detergente Aço,Limpeza,4005,3980,-25,-0.62,-175.0,99.38,A,28035.0,27860.0
MAT-00766,Desinfetante Plástico,Limpeza,1288,1296,8,0.62,52.0,99.38,A,8372.0,8424.0
MAT-01740,Válvula Plástico,Hidráulico,3228,3208,-20,-0.62,-1970.2,99.38,A,317990.28,316020.08
MAT-00437,Abraçadeira Latão,Acessórios,1300,1292,-8,-0.62,-53.44,99.38,A,8684.0,8630.56
MAT-00529,Clipe Inox,Acessórios,969,963,-6,-0.62,-8.100000000000001,99.38,A,1308.15,1300.0500000000002
MAT-02256,Gancho Aço,Acessórios,164,163,-1,-0.61,-5.19,99.39,A,851.1600000000001,845.97
MAT-01131,abraçadeira Plástico,Acessórios,4281,4307,26,0.61,1111.76,99.39,A,183055.56,184167.31999999998
MAT-02656,Porca Latão M8,Fixação,164,165,1,0.61,1399.61,99.39,A,229536.03999999998,230935.65
MAT-01961,Vedação Aço,Peças,4783,4754,-29,-0.61,-22.330000000000002,99.39,A,3682.9100000000003,3660.58
MAT-01775,Caneta Inox,Escritório,3467,3488,21,0.61,101.00999999999999,99.39,A,16676.27,16777.28
MAT-01790,Presilha Latão,Acessórios,163,162,-1,-0.61,-928.61,99.39,A,151363.43,150434.82
MAT-02222,Capacitor Aço,Eletrônico,2618,2602,-16,-0.61,-58.72,99.39,A,9608.06,9549.34
MAT-00737,Desinfetante Latão,Limpeza,986,980,-6,-0.61,-36.12,99.39,A,5935.719999999999,5899.599999999999
MAT-00916,Válvula Plástico,Hidráulico,4774,4803,29,0.61,173.71,99.39,A,28596.260000000002,28769.97
MAT-02331,Eixo Aço,Mecânico,2167,2180,13,0.6,103.22,99.4,A,17205.98,17309.2
MAT-02517,Balde Latão,Limpeza,4014,4038,24,0.6,872.4000000000001,99.4,A,145908.9,146781.30000000002
MAT-01444,catalisador Plástico,Químico,1490,1481,-9,-0.6,-113.22,99.4,A,18744.2,18630.98
MAT-01974,Cabo 6mm² Alumínio,Elétrico,1340,1348,8,0.6,8.24,99.4,A,1380.2,1388.44
MAT-00794,Fita Aço,Embalagem,3004,2986,-18,-0.6,-35442.54,99.4,A,5914966.12,5879523.58
MAT-01232,Chave Inox,Ferramentas,854,859,5,0.59,4.2,99.41,A,717.36,721.56
MAT-00779,Filtro PVC,Pneumático,1523,1514,-9,-0.59,-8353.800000000001,99.41,A,1413648.6,1405294.8
MAT-01289,Rebite Aço,Fixação,2022,2034,12,0.59,18894.36,99.41,A,3183699.66,3202594.02
MAT-02523,Detergente Inox,Limpeza,676,680,4,0.59,114.2,99.41,A,19299.8,19414.0
MAT-01509,Fluido PVC,Lubrificante,3047,3029,-18,-0.59,-1742.7599999999998,99.41,A,295010.54,293267.77999999997
MAT-02891,Disjuntor Alumínio,Elétrico,4095,4071,-24,-0.59,-1864.08,99.41,A,318058.65,316194.57
MAT-00967,Eixo Alumínio,Mecânico,1687,1697,10,0.59,457.40000000000003,99.41,A,77163.38,77620.78
MAT-01138,Sensor Cobre,Eletrônico,4228,4253,25,0.59,48.5,99.41,A,8202.32,8250.82
MAT-02877,Arruela Plástico,Fixação,4555,4582,27,0.59,40509.18,99.41,A,6834048.699999999,6874557.88
MAT-06001,FILTRO PLÁSTICO,Pneumático,3388,3368,-20,-0.59,-479.43811450940814,99.41,A,81216.81659789373,80737.37848338432
MAT-01471,Papelão Cobre,Embalagem,3259,3278,19,0.58,1352.61,99.42,A,232008.21,233360.82
MAT-00278,Lâmpada Inox,Elétrico,4835,4807,-28,-0.58,-730.8000000000001,99.42,A,126193.5,125462.70000000001
MAT-02258,LED Latão,Eletrônico,3804,3782,-22,-0.58,-49.5,99.42,A,8559.0,8509.5
MAT-01945,Caixa Plástico,Embalagem,4958,4929,-29,-0.58,-35223.399999999994,99.42,A,6021986.8,5986763.399999999
MAT-00734,Sensor em Aço,Eletrônico,1912,1901,-11,-0.58,-1045.1100000000001,99.42,A,181659.12,180614.01
MAT-01011,Caneta Alumínio,Escritório,2570,2585,15,0.58,58.8,99.42,A,10074.4,10133.199999999999
MAT-00002,Registro PVC,Hidráulico,3462,3482,20,0.58,33.6,99.42,A,5816.16,5849.76
MAT-01345,Pano Inox,Limpeza,3111,3093,-18,-0.58,-177.66,99.42,A,30705.569999999996,30527.909999999996
MAT-01736,Plástico PVC,Embalagem,2070,2082,12,0.58,0.0,99.42,A,0.0,0.0
MAT-02678,Gancho Inox,Acessórios,518,515,-3,-0.58,-21.93,99.42,A,3786.58,3764.6499999999996
MAT-00572,Serra Cobre,Ferramentas,1060,1066,6,0.57,29.04,99.43,A,5130.4,5159.44
MAT-02849,Parafuso M10 Cobre,Fixação,4371,4346,-25,-0.57,-38827.25,99.43,A,6788556.39,6749729.14
MAT-01585,Plástico Latão,Embalagem,3701,3680,-21,-0.57,-40524.12,99.43,A,7141893.72,7101369.600000001
MAT-02918,Catalisador PVC,Químico,4773,4800,27,0.57,32.129999999999995,99.43,A,5679.87,5712.0
MAT-02059,Porca M6 Inox,Fixação,3839,3817,-22,-0.57,-165.22,99.43,A,28830.89,28665.67
MAT-01194,Reagente Alumínio,Químico,2087,2099,12,0.57,3968.2799999999997,99.43,A,690150.03,694118.3099999999
MAT-02500,óculos Cobre,EPI,4241,4265,24,0.57,86.4,99.43,A,15267.6,15354.0
MAT-02352,mangueira Cobre,Pneumático,2130,2142,12,0.56,63.72,99.44,A,11310.3,11374.019999999999
MAT-01250,Solvente Cobre,Químico,4860,4833,-27,-0.56,-1032.75,99.44,A,185895.0,184862.25
MAT-01620,Alicate Plástico,Ferramentas,1966,1977,11,0.56,0.0,99.44,A,0.0,0.0
MAT-00935,Correia Latão,Mecânico,1071,1065,-6,-0.56,-52.62,99.44,A,9392.67,9340.05
MAT-02150,Base Cobre,Químico,3914,3936,22,0.56,1723.04,99.44,A,306544.48,308267.51999999996
MAT-02727,Máscara Plástico,EPI,2874,2858,-16,-0.56,-29.6,99.44,A,5316.900000000001,5287.3
MAT-06001,SPRAY PLÁSTICO,Lubrificante,3394,3375,-19,-0.56,-431.5075936629711,99.44,A,77080.88278379598,76649.37519013303
MAT-01719,Porca M10 Latão,Fixação,4446,4471,25,0.56,125.25,99.44,A,22274.46,22399.71
MAT-01114,Disjuntor Alumínio,Elétrico,1439,1447,8,0.56,14160.48,99.44,A,2547116.34,2561276.82
MAT-01922,Eixo Aço,Mecânico,4996,4968,-28,-0.56,-123.75999999999999,99.44,A,22082.32,21958.56
MAT-00226,Martelo Alumínio,Ferramentas,4960,4988,28,0.56,231.83999999999997,99.44,A,41068.799999999996,41300.64
MAT-00416,Engrenagem Aço,Mecânico,356,354,-2,-0.56,-113.1,99.44,A,20131.8,20018.7
MAT-00425,Válvula Cobre,Pneumático,1620,1629,9,0.56,1407.6000000000001,99.44,A,253368.0,254775.6
MAT-00570,Arruela Latão,Fixação,2359,2372,13,0.55,22825.399999999998,99.45,A,4141932.1999999997,4164757.6
MAT-02615,Plástico Latão,Embalagem,2352,2365,13,0.55,17.03,99.45,A,3081.1200000000003,3098.15
MAT-01118,Junta Alumínio,Peças,3826,3847,21,0.55,63.209999999999994,99.45,A,11516.259999999998,11579.47
MAT-00690,Fluido Inox,Lubrificante,4898,4925,27,0.55,7344.8099999999995,99.45,A,1332402.94,1339747.7499999998
MAT-00356,Desinfetante Latão,Limpeza,3117,3134,17,0.55,106.93,99.45,A,19605.93,19712.86
MAT-02847,Fluido Inox,Lubrificante,2742,2757,15,0.55,29878.800000000003,99.45,A,5461844.640000001,5491723.44
MAT-02419,LED Latão,Eletrônico,2199,2187,-12,-0.55,-16876.68,99.45,A,3092651.6100000003,3075774.93
MAT-02494,Base Alumínio,Químico,1983,1994,11,0.55,29.92,99.45,A,5393.76,5423.68
MAT-01008,LED Inox,Eletrônico,4164,4141,-23,-0.55,-9352.49,99.45,A,1693207.32,1683854.83
MAT-02712,Módulo Cobre,Eletrônico,4721,4695,-26,-0.55,-217.61999999999998,99.45,A,39514.77,39297.149999999994
MAT-00615,plástico Cobre,Embalagem,3818,3797,-21,-0.55,-36658.86,99.45,A,6664929.88,6628271.0200000005
MAT-01398,Solvente Plástico,Químico,4154,4177,23,0.55,2121.75,99.45,A,383206.5,385328.25
MAT-00870,Vedação Latão,Peças,1834,1824,-10,-0.55,-17.9,99.45,A,3282.86,3264.96
MAT-06001,INTERRUPTOR AÇO,Elétrico,3820,3799,-21,-0.55,-1452.905657565042,99.45,A,264290.4577094505,262837.55205188546
MAT-01624,Rolamento PVC,Mecânico,4962,4935,-27,-0.54,-2511.27,99.46,A,461515.62000000005,459004.35000000003
MAT-01160,Filtro PVC,Pneumático,4435,4411,-24,-0.54,-128.39999999999998,99.46,A,23727.25,23598.85
MAT-00680,Bota Latão,EPI,2428,2441,13,0.54,123.37,99.46,A,23041.72,23165.09
MAT-02919,Graxa PVC,Lubrificante,1669,1660,-9,-0.54,-47.339999999999996,99.46,A,8778.94,8731.6
MAT-00111,Papel Plástico,Escritório,371,373,2,0.54,11.66,99.46,A,2162.93,2174.59
MAT-02274,Furadeira Cobre,Ferramentas,1660,1651,-9,-0.54,-438.93,99.46,A,80958.20000000001,80519.27
MAT-02143,"Tubo 1/2"" Aço",Hidráulico,741,745,4,0.54,119.8,99.46,A,22192.95,22312.75
MAT-02617,Porca M16 Aço,Fixação,3334,3316,-18,-0.54,-35.1,99.46,A,6501.3,6466.2
MAT-00960,Clipe PVC,Acessórios,4261,4238,-23,-0.54,-6187.459999999999,99.46,A,1146294.22,1140106.76
MAT-00959,Interruptor Latão,Elétrico,2803,2818,15,0.54,12880.05,99.46,A,2406852.01,2419732.06
MAT-01874,Rebite PVC,Fixação,2027,2016,-11,-0.54,-86.78999999999999,99.46,A,15993.029999999999,15906.24
MAT-01029,Luva M Inox,EPI,3673,3653,-20,-0.54,-809.0,99.46,A,148572.85,147763.85
MAT-01743,Catalisador Alumínio,Químico,2817,2832,15,0.53,24544.05,99.47,A,4609372.59,4633916.64
MAT-00283,Junta Latão,Peças,2248,2260,12,0.53,251.76,99.47,A,47163.04,47414.8
MAT-02176,Pano Inox,Limpeza,578,581,3,0.52,27.900000000000002,99.48,A,5375.400000000001,5403.3
MAT-02353,Clipe Cobre,Acessórios,1337,1330,-7,-0.52,-661.9200000000001,99.48,A,126426.72,125764.8
MAT-02268,Papelão Alumínio,Embalagem,4437,4460,23,0.52,31749.660000000003,99.48,A,6124923.54,6156673.2
MAT-02905,Desinfetante Inox,Limpeza,1716,1707,-9,-0.52,-23.04,99.48,A,4392.96,4369.92
MAT-01062,Bucha Aço,Mecânico,969,964,-5,-0.52,-45.650000000000006,99.48,A,8846.970000000001,8801.320000000002
MAT-00396,Clipe Latão,Acessórios,3313,3330,17,0.51,151.13,99.49,A,29452.570000000003,29603.7
MAT-02960,Presilha Aço,Acessórios,4485,4508,23,0.51,48.06999999999999,99.49,A,9373.65,9421.72
MAT-00145,LED Alumínio,Eletrônico,396,398,2,0.51,17.9,99.49,A,3544.2,3562.1
MAT-00256,Etiqueta Plástico,Embalagem,1956,1946,-10,-0.51,-37.0,99.49,A,7237.200000000001,7200.200000000001
MAT-02362,Pasta Aço,Lubrificante,4321,4299,-22,-0.51,-1667.6,99.49,A,327531.8,325864.2
MAT-02100,Lâmpada Inox,Elétrico,196,197,1,0.51,961.53,99.49,A,188459.88,189421.41
MAT-01542,Suporte Alumínio,Acessórios,2160,2171,11,0.51,2882.1099999999997,99.49,A,565941.6,568823.71
MAT-00418,Retentor Latão,Peças,783,779,-4,-0.51,-24.92,99.49,A,4878.09,4853.17
MAT-01575,Chave Plástico,Ferramentas,1392,1385,-7,-0.5,-29.330000000000002,99.5,A,5832.4800000000005,5803.150000000001
MAT-00490,conexão Inox,Hidráulico,1197,1203,6,0.5,163.8,99.5,A,32678.100000000002,32841.9
MAT-01437,Conexão Cobre,Hidráulico,4982,4957,-25,-0.5,-603.25,99.5,A,120215.65999999999,119612.40999999999
MAT-01989,Martelo Inox,Ferramentas,4436,4458,22,0.5,2066.46,99.5,A,416673.48000000004,418739.94
MAT-00415,Martelo em Cobre,Ferramentas,2247,2236,-11,-0.49,-80.52000000000001,99.51,A,16448.04,16367.52
MAT-02138,"Cabo 2,5mm² Inox",Elétrico,3083,3098,15,0.49,145.95000000000002,99.51,A,29997.59,30143.54
MAT-02262,Tomada Plástico,Elétrico,809,813,4,0.49,39.76,99.51,A,8041.46,8081.219999999999
MAT-00983,Máscara Inox,EPI,2261,2272,11,0.49,88.66000000000001,99.51,A,18223.66,18312.32
MAT-01346,"Tubo 1/2"" Plástico",Hidráulico,410,412,2,0.49,63.78,99.51,A,13074.9,13138.68
MAT-02935,Papelão Cobre,Embalagem,2437,2449,12,0.49,101.76,99.51,A,20665.760000000002,20767.52
MAT-02946,Vassoura Latão,Limpeza,3859,3878,19,0.49,81.13,99.51,A,16477.929999999997,16559.059999999998
MAT-01298,Óculos Plástico,EPI,4897,4921,24,0.49,235.68,99.51,A,48088.54,48324.22
MAT-01577,Base Plástico,Químico,1625,1617,-8,-0.49,-59.92,99.51,A,12171.25,12111.33
MAT-02957,Rolamento PVC,Peças,2874,2860,-14,-0.49,-0.0,99.51,A,0.0,0.0
MAT-02250,Registro Cobre,Hidráulico,4043,4023,-20,-0.49,-180.2,99.51,A,36427.43,36247.229999999996
MAT-01193,Eixo Aço,Mecânico,3088,3103,15,0.49,26937.449999999997,99.51,A,5545523.04,5572460.49
MAT-06001,retentor Plástico,Peças,2643,2656,13,0.49,90.12020399852396,99.51,A,18322.13070523837,18412.250909236896
MAT-01516,Fita Inox,Embalagem,2646,2633,-13,-0.49,-125.19000000000001,99.51,A,25480.980000000003,25355.79
MAT-00979,Conexão Aço,Pneumático,1467,1460,-7,-0.48,-576.59,99.52,A,120836.79000000001,120260.20000000001
MAT-01979,Disjuntor Inox,Elétrico,2685,2672,-13,-0.48,-15317.12,99.52,A,3163574.4,3148257.28
MAT-00783,Fluido Cobre,Lubrificante,3339,3323,-16,-0.48,-84.48,99.52,A,17629.920000000002,17545.440000000002
MAT-00232,Registro Alumínio,Hidráulico,2946,2960,14,0.48,94.78,99.52,A,19944.42,20039.199999999997
MAT-02621,Capacitor Aço,Eletrônico,3143,3128,-15,-0.48,-941.5500000000001,99.52,A,197286.11000000002,196344.56
MAT-01894,Martelo Alumínio,Ferramentas,417,415,-2,-0.48,-3.74,99.52,A,779.7900000000001,776.0500000000001
MAT-02825,Retentor Cobre,Peças,4128,4148,20,0.48,84.80000000000001,99.52,A,17502.72,17587.52
MAT-06001,CORREIA ALUMÍNIO,Mecânico,3093,3078,-15,-0.48,-856.9019470239275,99.52,A,176693.18147633385,175836.27952930992
MAT-00452,Óculos Plástico,EPI,3939,3958,19,0.48,1151.21,99.52,A,238664.01,239815.22
MAT-02697,Bota Latão,EPI,636,639,3,0.47,162.09,99.53,A,34363.08,34525.17
MAT-00679,Catalisador Alumínio,Químico,2970,2956,-14,-0.47,-112.28,99.53,A,23819.399999999998,23707.12
MAT-00676,Rolamento Alumínio,Mecânico,4728,4750,22,0.47,38546.2,99.53,A,8283928.8,8322475.0
MAT-01676,Conexão Latão,Hidráulico,4215,4195,-20,-0.47,-108.4,99.53,A,22845.3,22736.9
MAT-02623,Registro PVC,Hidráulico,1926,1935,9,0.47,165.96,99.53,A,35515.44,35681.4
MAT-02816,Catalisador Inox,Químico,1917,1926,9,0.47,27.72,99.53,A,5904.360000000001,5932.08
MAT-01884,Sensor PVC,Eletrônico,854,850,-4,-0.47,-245.04,99.53,A,52316.04,52071.0
MAT-00776,spray PVC,Lubrificante,633,636,3,0.47,11.370000000000001,99.53,A,2399.07,2410.44
MAT-00049,Rolamento Alumínio,Peças,1264,1258,-6,-0.47,-24.96,99.53,A,5258.24,5233.28
MAT-00420,Eixo Alumínio,Mecânico,212,213,1,0.47,6.79,99.53,A,1439.48,1446.27
MAT-02129,Fluido Aço,Lubrificante,214,213,-1,-0.47,-9.55,99.53,A,2043.7,2034.15
MAT-01870,Óculos Plástico,EPI,2822,2835,13,0.46,27.169999999999998,99.54,A,5897.98,5925.15
MAT-02379,abraçadeira Plástico,Acessórios,437,439,2,0.46,16.48,99.54,A,3600.88,3617.36
MAT-01797,"Tubo 1/2"" Inox",Hidráulico,2629,2641,12,0.46,354.12,99.54,A,77581.79000000001,77935.91
MAT-00558,Sensor Plástico,Eletrônico,3448,3464,16,0.46,18590.88,99.54,A,4006334.64,4024925.52
MAT-00497,Cabo 4mm² Alumínio,Elétrico,1089,1094,5,0.46,14.25,99.54,A,3103.65,3117.9
MAT-00063,Papelão PVC,Embalagem,3496,3480,-16,-0.46,-296.96,99.54,A,64885.759999999995,64588.799999999996
MAT-02144,LED Aço,Eletrônico,3267,3282,15,0.46,0.0,99.54,A,0.0,0.0
MAT-02051,Capacete Cobre,EPI,3248,3233,-15,-0.46,-129.75,99.54,A,28095.2,27965.45
MAT-00867,Junta Plástico,Peças,4093,4074,-19,-0.46,-141.36,99.54,A,30451.920000000002,30310.56
MAT-00632,Furadeira Alumínio,Ferramentas,4834,4812,-22,-0.46,-16291.439999999999,99.54,A,3579673.6799999997,3563382.2399999998
MAT-00740,Pano PVC,Limpeza,1080,1075,-5,-0.46,-3.25,99.54,A,702.0,698.75
MAT-02551,Interruptor PVC,Elétrico,223,224,1,0.45,1820.4,99.55,A,405949.2,407769.60000000003
MAT-01432,Registro Plástico,Hidráulico,1995,2004,9,0.45,455.40000000000003,99.55,A,100947.0,101402.40000000001
MAT-00349,Bota Aço,EPI,1113,1118,5,0.45,1548.0,99.55,A,344584.80000000005,346132.80000000005
MAT-00538,Máscara Latão,EPI,3565,3549,-16,-0.45,-104.0,99.55,A,23172.5,23068.5
MAT-02263,Vedação Plástico,Peças,3108,3094,-14,-0.45,-120.53999999999999,99.55,A,26759.879999999997,26639.339999999997
MAT-01908,Pano Latão,Limpeza,3088,3102,14,0.45,111.3,99.55,A,24549.600000000002,24660.9
MAT-00180,Spray Latão,Lubrificante,1111,1116,5,0.45,278.05,99.55,A,61782.71,62060.76
MAT-01065,Plástico Alumínio,Embalagem,3580,3564,-16,-0.45,-480.96,99.55,A,107614.79999999999,107133.84
MAT-06001,CAIXA PLÁSTICO,Embalagem,4481,4501,20,0.45,1504.7099412957368,99.55,A,337130.26234730985,338634.9722886056
MAT-02485,Bota PVC,EPI,1770,1762,-8,-0.45,-35.84,99.55,A,7929.6,7893.760000000001
MAT-01129,Caixa Aço,Embalagem,1105,1100,-5,-0.45,-15.0,99.55,A,3315.0,3300.0
MAT-02832,"Tubo 3/4"" Alumínio",Hidráulico,661,664,3,0.45,105.14999999999999,99.55,A,23168.05,23273.199999999997
MAT-01700,Tomada Alumínio,Elétrico,1111,1116,5,0.45,29.25,99.55,A,6499.349999999999,6528.599999999999
MAT-02055,Filtro Plástico,Pneumático,2010,2019,9,0.45,18.72,99.55,A,4180.8,4199.52
MAT-02240,Bota PVC,EPI,3328,3343,15,0.45,756.15,99.55,A,167764.47999999998,168520.62999999998
MAT-02226,Fita PVC,Embalagem,2433,2444,11,0.45,313.16999999999996,99.55,A,69267.51,69580.68
MAT-02761,Detergente PVC,Limpeza,4445,4465,20,0.45,1594.6000000000001,99.55,A,354399.85000000003,355994.45
MAT-02261,Cilindro Latão,Pneumático,2968,2981,13,0.44,127.66,99.56,A,29145.760000000002,29273.420000000002
MAT-02879,Capacete PVC,EPI,2291,2281,-10,-0.44,-96.0,99.56,A,21993.6,21897.6
MAT-01671,Vassoura Plástico,Limpeza,1587,1594,7,0.44,56.56,99.56,A,12822.960000000001,12879.52
MAT-00989,rolamento Alumínio,Mecânico,3421,3406,-15,-0.44,-145.35,99.56,A,33149.49,33004.14
MAT-06001,INTERRUPTOR LATÃO,Elétrico,1579,1586,7,0.44,0.0,99.56,A,0.0,0.0
MAT-01433,Anel Aço,Peças,1363,1369,6,0.44,69.0,99.56,A,15674.5,15743.5
MAT-02540,Suporte Aço,Acessórios,4775,4754,-21,-0.44,-28.770000000000003,99.56,A,6541.750000000001,6512.9800000000005
MAT-00494,Válvula Alumínio,Pneumático,2068,2059,-9,-0.44,-8051.400000000001,99.56,A,1850032.8,1841981.4000000001
MAT-02713,Porca M6 PVC,Fixação,2060,2069,9,0.44,7816.14,99.56,A,1789027.6,1796843.74
MAT-02023,Plástico Inox,Embalagem,4578,4558,-20,-0.44,-721.4,99.56,A,165128.46,164407.06
MAT-01552,"Tubo 1/2"" Plástico",Hidráulico,453,451,-2,-0.44,-183.24,99.56,A,41503.86,41320.62
MAT-00850,Furadeira Latão,Ferramentas,453,455,2,0.44,17.52,99.56,A,3968.2799999999997,3985.7999999999997
MAT-02990,"cabo 2,5mm² Plástico",Elétrico,3206,3220,14,0.44,47.6,99.56,A,10900.4,10948.0
MAT-01187,Rolamento Alumínio,Mecânico,465,463,-2,-0.43,-41.6,99.57,A,9672.0,9630.4
MAT-00628,Pasta Inox,Lubrificante,2319,2309,-10,-0.43,-394.4,99.57,A,91461.36,91066.95999999999
MAT-00851,Solvente Inox,Químico,3520,3505,-15,-0.43,-54.300000000000004,99.57,A,12742.4,12688.1
MAT-02038,Fita Latão,Embalagem,2555,2566,11,0.43,16529.260000000002,99.57,A,3839296.3000000003,3855825.56
