codigo_material,descricao,status,caminho,sla_horas,motivos
MAT-02509,Resistor Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02510,Balde PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02511,LED Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02512,Rebite Inox,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-02513,Óleo Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02514,"Cabo 2,5mm² Inox",REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02515,Bota Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02516,Mangueira Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02517,Balde Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02518,Parafuso M12 Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02519,"Tubo 2"" Aço",REJEITADO,0,0,NCM vazio
MAT-02520,retentor Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02521,Serra Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02522,Máscara Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02523,Detergente Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02524,Conexão Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02525,Caixa Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02526,Módulo em Plástico,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-02527,Furadeira em Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02528,Luva Aço P,REJEITADO,0,0,NCM vazio
MAT-02529,Engrenagem Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02530,Base Aço,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-02531,Caixa Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02532,Ácido Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02533,Papel Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02534,Alicate Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02535,Válvula Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02536,Catalisador Plástico,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-02537,Junta Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02538,Arruela Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0)
MAT-02539,Graxa Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02540,Suporte Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02541,Conexão Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02542,Luva GG PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02543,Tomada Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02544,Reagente Cobre,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-02545,Sensor PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02546,Suporte Latão,REJEITADO,0,0,NCM vazio
MAT-02547,Balde PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02548,Mangueira Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02549,Correia Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02550,Ácido Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02551,Interruptor PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02552,Porca M8 em Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02553,Válvula PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02554,Clipe Inox,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-02555,Chave Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02556,Óleo Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02557,Caneta Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02558,papel Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02559,Capacitor Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02560,Gancho Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0)
MAT-02561,Óleo Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02562,Caneta Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02563,Bota Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02564,"Tubo 3/4"" Aço",REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02565,Plástico Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02566,Interruptor Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02567,Grampeador Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02568,mangueira Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02569,"Cabo 2,5mm² Latão",REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0)
MAT-02570,Fluido Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02571,Clips Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02572,Balde PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02573,Porca M12 Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02574,Vassoura Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02575,"Tubo Cobre 2""",REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02576,Cabo 6mm² Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02577,Gancho PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02578,Ácido Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02579,Detergente Latão,REJEITADO,0,0,NCM vazio; Unidade 'GL' não padronizada
MAT-02580,Mangueira Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02581,Rolamento Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02582,caixa PVC,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-02583,Prego em Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02584,Desinfetante Latão,REJEITADO,0,0,NCM vazio
MAT-02585,Caneta Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02586,Detergente Latão,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-02587,Ácido Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02588,Pasta Cobre,REJEITADO,0,0,NCM vazio; Preço inválido (deve ser > 0)
MAT-02589,Fita Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02590,Filtro PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02591,Papelão Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02592,Óleo PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02593,Prego Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02594,Solvente PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0); Unidade 'RL' não padronizada
MAT-02595,Gancho Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02596,Óleo Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02597,Luva XG Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02598,Lâmpada Alumínio,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-02599,Papel Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02600,Detergente em Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02601,"Tubo 1.1/4"" Aço",REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02602,Bucha Alumínio,REJEITADO,0,0,NCM vazio
MAT-02603,Fluido Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02604,Detergente Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02605,Cabo 4mm² Aço,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-02606,Graxa Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02607,Anel PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02608,Rolamento Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02609,Presilha Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02610,Rolamento Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02611,Rolamento Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02612,Porca M16 Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02613,LED Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02614,Balde Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02615,Plástico Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02616,Clips Cobre,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-02617,Porca M16 Aço,REJEITADO,0,0,NCM vazio
MAT-02618,Módulo Aço,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-02619,Alicate em Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02620,Presilha Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02621,Capacitor Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02622,Válvula Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02623,Registro PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02624,Registro Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02625,Rolamento Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02626,Capacete Inox,REJEITADO,0,0,NCM vazio
MAT-02627,Junta Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02628,Balde PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02629,Mangueira Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02630,Porca M16 em Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02631,Plástico Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02632,Cilindro Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02633,Mangueira Alumínio,REJEITADO,0,0,NCM vazio
MAT-02634,Papelão em Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02635,Conexão Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0)
MAT-02636,Válvula Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02637,Suporte Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02638,Cabo 6mm² Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02639,Anel Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02640,Papel Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02641,Suporte Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02642,módulo Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02643,Caixa Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02644,Anel Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02645,Serra Latão,REJEITADO,0,0,NCM vazio
MAT-02646,Correia Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02647,Rolamento Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02648,Anel Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02649,Mangueira PVC,REJEITADO,0,0,NCM vazio; Unidade 'GL' não padronizada
MAT-02650,Arruela Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02651,Caneta Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02652,Filtro Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02653,Módulo PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02654,Máscara Latão,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-02655,Fita Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02656,Porca Latão M8,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02657,Caneta Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02658,Rebite Aço,REJEITADO,0,0,NCM vazio; Preço inválido (deve ser > 0); Unidade 'PCT' não padronizada
MAT-02659,Vassoura PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02660,Bucha Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02661,Catalisador Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02662,Pasta Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02663,Filtro PVC,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-02664,Ácido Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02665,Válvula Inox,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-02666,Parafuso M16 Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02667,Clipe Plástico,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-02668,Cilindro Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02669,LED Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02670,Etiqueta Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02671,LED PVC,REJEITADO,0,0,NCM vazio
MAT-02672,Junta Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02673,Caixa PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0)
MAT-02674,Sensor Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02675,Prego Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02676,Desinfetante Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02677,"Tubo 1"" Plástico",REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02678,Gancho Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02679,Registro PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02680,LED Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02681,Catalisador Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02682,Anel Latão,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-02683,Chave Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02684,Filtro Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02685,Eixo Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02686,Interruptor Plástico,REJEITADO,0,0,NCM vazio
MAT-02687,Retentor PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02688,Solvente Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02689,Chave Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02690,Junta Cobre,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-02691,Ácido Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02692,Clipe Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02693,Pasta PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02694,Prego Cobre,REJEITADO,0,0,NCM vazio
MAT-02695,Balde Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02696,Caixa Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02697,Bota Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02698,Spray Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02699,Papelão Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02700,Rebite PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02701,Registro Cobre,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-02702,conexão PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02703,Catalisador Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02704,Rolamento Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02705,Solvente Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02706,Eixo PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02707,Vassoura Cobre,REJEITADO,0,0,NCM vazio
MAT-02708,Serra Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02709,Porca M10 Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02710,Caixa Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02711,Máscara Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02712,Módulo Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02713,Porca M6 PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02714,Conexão Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02715,Junta Inox,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-02716,Cilindro Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02717,Módulo Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02718,retentor Latão,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-02719,Lâmpada Latão,REJEITADO,0,0,NCM vazio
MAT-02720,Grampeador Alumínio,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-02721,Caneta Plástico,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-02722,Parafuso M8 Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02723,Sensor Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02724,Tomada Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02725,Conexão Cobre,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-02726,Gancho Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02727,Máscara Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02728,Eixo Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02729,Válvula Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02730,Rolamento Alumínio,REJEITADO,0,0,NCM vazio
MAT-02731,Retentor Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02732,Prego Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02733,Capacete PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02734,fita Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02735,Junta Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02736,Serra Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0); Unidade 'RL' não padronizada
MAT-02737,Mangueira Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02738,conexão Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02739,filtro Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02740,Lâmpada Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02741,Filtro PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02742,Suporte Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02743,Conexão Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02744,Balde Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02745,Etiqueta Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02746,Abraçadeira PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02747,Rolamento Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02748,Válvula Latão,REJEITADO,0,0,NCM vazio
MAT-02749,abraçadeira Alumínio,REJEITADO,0,0,NCM vazio
MAT-02750,Pano Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02751,conexão Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02752,Presilha Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02753,Detergente Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02754,Martelo Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02755,Fita Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02756,Pasta Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02757,Eixo Plástico,REJEITADO,0,0,NCM vazio
MAT-02758,Martelo PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02759,Capacitor Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02760,Etiqueta PVC,REJEITADO,0,0,NCM vazio
MAT-02761,Detergente PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02762,Capacete Alumínio,REJEITADO,0,0,NCM vazio
MAT-02763,Mangueira Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02764,Papelão Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02765,Resistor PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02766,Válvula Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02767,Caneta Aço,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-02768,Rolamento Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02769,Sensor PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02770,Bota Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02771,Spray em Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02772,Tomada Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02773,Reagente Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02774,Capacitor Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02775,Alicate PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02776,Óleo Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02777,alicate Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02778,LED Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02779,Balde Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02780,Arruela Aço,REJEITADO,0,0,NCM vazio
MAT-02781,Bucha Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02782,Anel Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02783,Etiqueta em Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02784,Lâmpada Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02785,Módulo PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0)
MAT-02786,Plástico Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02787,Base Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02788,Tomada Latão,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-02789,Pasta Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02790,Rebite Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02791,"Tubo 3/4"" Aço",REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02792,Balde Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02793,LED Inox,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
